,Date,Title,Source,URL,Section
186,2023-06-16 11:56:00,"The Ratings Game: Adobe earnings help justify AI-fueled surge, but will the stock now ‘take a breather’?",MarketWatch,https://www.marketwatch.com/story/adobe-earnings-help-justify-ai-fueled-surge-but-will-the-stock-now-take-a-breather-1673ecc1,general
187,2023-06-16 11:53:00,"Futures Movers: Oil prices edge lower, trimming weekly gain",MarketWatch,https://www.marketwatch.com/story/oil-prices-edge-lower-trimming-weekly-gain-43301b04,general
188,2023-06-16 11:45:00,The Fed: Waller says bank failures influencing Fed on how much to raise interest rates,MarketWatch,https://www.marketwatch.com/story/waller-says-bank-failures-influencing-fed-on-how-much-to-raise-interest-rates-880929a7,general
189,2023-06-16 11:43:02,NZDUSD Technical Analysis,Forexlive,https://www.forexlive.com/technical-analysis/nzdusd-technical-analysis-20230616/,forex
190,2023-06-16 11:40:00,Trezor CEO cites usability as top factor for the hardware wallet: BTC Prague,Cointelegraph,https://cointelegraph.com/news/trezor-ceo-bitcoin-wallet-interview-btc-prague,crypto
191,2023-06-16 11:33:46,"DraftKings makes $195 million offer for PointsBet, outbidding Fanatics",CNBC,https://www.cnbc.com/2023/06/16/draftkings-offers-to-buy-pointsbet-for-195-million-outbidding-fanatics.html,general
192,2023-06-16 11:30:46,Euro Steadies After Strong Boost From Hawkish ECB,Dailyfx,https://www.dailyfx.com/news/euro-steadies-after-strong-boost-from-hawkish-ecb-20230616.html,forex
193,2023-06-16 11:25:04,Bitcoin price eases downside as traders demand $24.5K support holds,Cointelegraph,https://cointelegraph.com/news/bitcoin-price-eases-downside-traders-24-5k-support-holds,crypto
194,2023-06-16 11:21:00,Dimensional Fund Advisors Ltd. : Form 8.3 - Londonmetric Property PLC - Ordinary Shares,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689664/0/en/Dimensional-Fund-Advisors-Ltd-Form-8-3-Londonmetric-Property-PLC-Ordinary-Shares.html,merger
195,2023-06-16 11:20:00,Dimensional Fund Advisors Ltd. : Form 8.3 - CT PROPERTY TRUST LTD - Ordinary Shares,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689661/0/en/Dimensional-Fund-Advisors-Ltd-Form-8-3-CT-PROPERTY-TRUST-LTD-Ordinary-Shares.html,merger
196,2023-06-16 11:19:00,Dimensional Fund Advisors Ltd. : Form 8.3 - CIVITAS SOCIAL HOUSING PLC - Ordinary Shares,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689660/0/en/Dimensional-Fund-Advisors-Ltd-Form-8-3-CIVITAS-SOCIAL-HOUSING-PLC-Ordinary-Shares.html,merger
197,2023-06-16 11:06:00,Correction: Horizon Therapeutics plc,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689652/0/en/Correction-Horizon-Therapeutics-plc.html,merger
198,2023-06-16 11:05:27,Rivian Automotive is reportedly acquiring EV route planning firm ABRP,SeekingAlpha,https://seekingalpha.com/news/3980414-rivian-automotive-is-reportedly-acquiring-ev-route-planning-firm-abrp?utm_source=feed_news_m_a&utm_medium=referral,merger
199,2023-06-16 11:01:00,Coherus to Acquire Surface Oncology,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689649/0/en/Coherus-to-Acquire-Surface-Oncology.html,merger
200,2023-06-16 11:00:00,Ironwood and VectivBio Announce Expiration of Hart-Scott-Rodino Waiting Period for Proposed Acquisition of VectivBio,BusinessWire,http://www.businesswire.com/news/home/20230616065227/en/Ironwood-and-VectivBio-Announce-Expiration-of-Hart-Scott-Rodino-Waiting-Period-for-Proposed-Acquisition-of-VectivBio/?feedref=JjAwJuNHiystnCoBq_hl-Rc4vIAVcHHkbDcwJimU8QtrtlakeQ9hNboBqTAWIjTge3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnh,merger
201,2023-06-16 10:55:09,K Enter Holding to go public via $610M deal with SPAC Global Star Acquisition,SeekingAlpha,https://seekingalpha.com/news/3980404-k-enter-holding-to-go-public-via-610m-deal-with-spac-spac-global-star-acquisition?utm_source=feed_news_m_a&utm_medium=referral,merger
202,2023-06-16 10:53:00,Correction: Horizon Therapeutics plc,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689632/0/en/Correction-Horizon-Therapeutics-plc.html,merger
203,2023-06-16 10:50:05,"DraftKings submits $195M offer for PointsBet, outbidding Fanatics",SeekingAlpha,https://seekingalpha.com/news/3980405-draftkings-submits-195m-offer-for-pointsbet-outbidding-fanatics?utm_source=feed_news_m_a&utm_medium=referral,merger
204,2023-06-16 10:49:30,Bitcoin in Cuba: why some Cubans are adopting BTC to escape ‘The Matrix’,Cointelegraph,https://cointelegraph.com/news/bitcoin-in-cuba-interview-btc-advocate,crypto
205,2023-06-16 10:48:19,AUD/USD takes a light breather towards the end of the week but buyers well in control,Forexlive,https://www.forexlive.com/news/audusd-takes-a-light-breather-towards-the-end-of-the-week-but-buyers-well-in-control-20230616/,forex
206,2023-06-16 10:46:00,Correction: Horizon Therapeutics plc,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689627/0/en/Correction-Horizon-Therapeutics-plc.html,merger
207,2023-06-16 10:45:21,Eneti stock rises ~10% on announcing merger with Cadeler,SeekingAlpha,https://seekingalpha.com/news/3980402-eneti-stock-rises-10-on-announcing-merger-with-cadeler?utm_source=feed_news_m_a&utm_medium=referral,merger
208,2023-06-16 10:42:50,Binance Under Investigation in France for 'Aggravated' Money Laundering,CoinDesk,https://www.coindesk.com/policy/2023/06/16/binance-under-investigation-in-france-accused-of-aggravated-money-laundering/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
209,2023-06-16 10:38:43,iRobot stock surges as UK regulators clear Amazon acquisition,SeekingAlpha,https://seekingalpha.com/news/3980400-irobot-stock-surges-as-uk-regulators-clear-amazon-acquisition?utm_source=feed_news_m_a&utm_medium=referral,merger
210,2023-06-16 10:38:00,"Need to Know: As BlackRock files for daily bitcoin product, here’s how another SEC debate may shape ethereum",MarketWatch,https://www.marketwatch.com/story/as-blackrock-files-for-daily-bitcoin-product-heres-how-another-sec-debate-may-shape-ethereum-ce393323,general
211,2023-06-16 10:38:00,Correction: Form 8.3 - Horizon Therapeutics plc,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689620/0/en/Correction-Form-8-3-Horizon-Therapeutics-plc.html,merger
212,2023-06-16 10:35:00,Automotive Smart Display Market Surges as Safety Features and Driver Assistance Systems Gain Prominence,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689619/0/en/Automotive-Smart-Display-Market-Surges-as-Safety-Features-and-Driver-Assistance-Systems-Gain-Prominence.html,merger
213,2023-06-16 10:34:00,DraftKings Submits Superior Proposal to Acquire PointsBet’s U.S. Business,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689618/0/en/DraftKings-Submits-Superior-Proposal-to-Acquire-PointsBet-s-U-S-Business.html,merger
214,2023-06-16 10:30:30,"GBP/USD Update: Cable in the Pound Seat Ahead of CPI, BoE",Dailyfx,https://www.dailyfx.com/news/gbp-usd-update-cable-in-the-pound-seat-ahead-of-cpi-boe-20230616.html,forex
215,2023-06-16 10:23:29,"GBP/USD seals breakout move on the week, what's next?",Forexlive,https://www.forexlive.com/news/gbpusd-seals-breakout-move-on-the-week-whats-next-20230616/,forex
216,2023-06-16 10:12:00,Bond Report: Bond yields edge higher as Fed officials set to take the stage,MarketWatch,https://www.marketwatch.com/story/bond-yields-edge-higher-as-fed-officials-set-to-take-the-stage-80635f7e,general
217,2023-06-16 10:10:48,Professional Investors Still Have an Appetite for Digital Assets: Survey,CoinDesk,https://www.coindesk.com/business/2023/06/16/professional-investors-still-have-an-appetite-for-digital-assets-survey/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
218,2023-06-16 10:07:00,In One Chart: International stocks are breaking out as Japan’s Nikkei 225 reaches 33-year high,MarketWatch,https://www.marketwatch.com/story/international-stocks-are-breaking-out-as-japans-nikkei-225-reaches-33-year-high-9308aaec,general
219,2023-06-16 10:05:00,"Movers & Shakers: Virgin Galactic stock soars, IRobot and Squarespace shares climb and other stocks on the move",MarketWatch,https://www.marketwatch.com/story/virgin-galactic-adobe-and-squarespace-climb-along-with-other-moving-stocks-8a22aacf,general
220,2023-06-16 10:04:00,Retire Better: Social Security scams are ‘an out-of-control epidemic.’ How to protect yourself.,MarketWatch,https://www.marketwatch.com/story/social-security-scams-are-an-out-of-control-epidemic-how-to-protect-yourself-1550bc9a,general
221,2023-06-16 10:00:00,Metals Acquisition Limited Closes Purchase of the CSA Copper Mine,BusinessWire,http://www.businesswire.com/news/home/20230616751000/en/Metals-Acquisition-Limited-Closes-Purchase-of-the-CSA-Copper-Mine/?feedref=JjAwJuNHiystnCoBq_hl-Rc4vIAVcHHkbDcwJimU8QtrtlakeQ9hNboBqTAWIjTge3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_kAy2gZikaX3QWV6xOvgFlA==,merger
222,2023-06-16 09:52:48,AUDUSD Technical Analysis,Forexlive,https://www.forexlive.com/technical-analysis/audusd-technical-analysis-20230616/,forex
223,2023-06-16 09:44:51,SEC argues against Dentons' motion to dismiss Terraform and Do Kwon's lawsuit,Cointelegraph,https://cointelegraph.com/news/sec-argues-against-motion-to-dismiss-terraform-and-do-kwon-lawsuit,crypto
224,2023-06-16 09:40:00,"Key Words: Here’s who will drive a China stock comeback, according to veteran investor Mark Mobius",MarketWatch,https://www.marketwatch.com/story/heres-who-will-drive-a-china-stock-comeback-according-to-veteran-investor-mark-mobius-67fd422a,general
225,2023-06-16 09:40:00,Form 8.3 - [EMIS GROUP PLC]  15 06 2023 - (CGWL),GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689585/0/en/Form-8-3-EMIS-GROUP-PLC-15-06-2023-CGWL.html,merger
226,2023-06-16 09:36:00,: Xi Jinping meets Bill Gates ahead of Antony Blinken visit to China,MarketWatch,https://www.marketwatch.com/story/xi-jinping-meets-bill-gates-ahead-of-antony-blinken-visit-to-china-a750ee3e,general
227,2023-06-16 09:22:00,Market Snapshot: U.S. stock futures nose higher after sixth straight gain for S&P 500,MarketWatch,https://www.marketwatch.com/story/u-s-stock-futures-nose-higher-after-sixth-straight-gain-for-s-p-500-852c49fb,general
228,2023-06-16 09:20:00,HSBC Bank Plc - Form 8.5 (EPT/RI) - Civitas Social Housing PLC,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689573/0/en/HSBC-Bank-Plc-Form-8-5-EPT-RI-Civitas-Social-Housing-PLC.html,merger
229,2023-06-16 09:19:00,Rule 8.3 - Ediston Property Investment Company plc,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689572/0/en/Rule-8-3-Ediston-Property-Investment-Company-plc.html,merger
230,2023-06-16 09:17:42,Binance is leaving the Dutch market: Here’s when,Cointelegraph,https://cointelegraph.com/news/binance-crypto-exchange-exits-netherlands,crypto
231,2023-06-16 09:15:00,DESOTEC Completes Acquisition of US-based Evoqua’s Carbon Reactivation and Exchange Services Business,BusinessWire,http://www.businesswire.com/news/home/20230616787890/en/DESOTEC-Completes-Acquisition-of-US-based-Evoqua%E2%80%99s-Carbon-Reactivation-and-Exchange-Services-Business/?feedref=JjAwJuNHiystnCoBq_hl-Rc4vIAVcHHkbDcwJimU8QtrtlakeQ9hNboBqTAWIjTge3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8Rm,merger
232,2023-06-16 09:08:28,USDCAD Technical Analysis - Key moment,Forexlive,https://www.forexlive.com/technical-analysis/usdcad-technical-analysis-key-moment-20230616/,forex
233,2023-06-16 09:02:00,NerdWallet: Digital tipping for your business: How restaurant-industry experts are navigating new gratuity norms,MarketWatch,https://www.marketwatch.com/story/digital-tipping-for-your-business-how-restaurant-industry-experts-are-navigating-new-gratuity-norms-dc6d81d0,general
234,2023-06-16 09:01:00,"NerdWallet: The restyled 2024 Buick Encore GX offers an almost-luxurious, comfortable ride and a touch of sportiness",MarketWatch,https://www.marketwatch.com/story/the-restyled-2024-buick-encore-gx-offers-an-almost-luxurious-comfortable-ride-and-a-touch-of-sportiness-d1e6344d,general
235,2023-06-16 09:00:09,Indices Continue to Rally Despite ECB’s Eighth Consecutive Rate Hike,Dailyfx,https://www.dailyfx.com/news/indices-continue-to-rally-despite-ecb-s-eight-consecutive-rate-hike-20230616.html,forex
236,2023-06-16 09:00:00,"Central Banks Successfully Test Over 30 CBDC Use Cases, Including Offline Payments",CoinDesk,https://www.coindesk.com/policy/2023/06/16/central-banks-successfully-test-more-than-30-cbdc-use-cases-including-offline-payments/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
237,2023-06-16 09:00:00,Next Avenue: 9 tips for creating a successful dating profile,MarketWatch,https://www.marketwatch.com/story/9-tips-for-creating-a-successful-dating-profile-f2c04ad8,general
238,2023-06-16 08:33:00,: U.K. supermarket giant Tesco says there are signs that inflation is easing,MarketWatch,https://www.marketwatch.com/story/u-k-supermarket-giant-tesco-says-there-are-signs-that-inflation-is-easing-2f36a8d9,general
239,2023-06-16 08:30:33,Sturdy stablecoin market re-opens three days after $800K exploit,Cointelegraph,https://cointelegraph.com/news/sturdy-finance-defi-stablecoin-market-launches-after-exploit,crypto
240,2023-06-16 08:21:00,Form 8.5 (EPT/RI) - FireAngel Safety Technology Group Plc,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689555/0/en/Form-8-5-EPT-RI-FireAngel-Safety-Technology-Group-Plc.html,merger
241,2023-06-16 08:18:00,Form 8.5 (EPT/RI) - Sureserve Group Plc,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689554/0/en/Form-8-5-EPT-RI-Sureserve-Group-Plc.html,merger
242,2023-06-16 07:30:00,Eminence Capital Sends Open Letter to Entain Board of Directors Following Value Destructive Equity Offering,BusinessWire,http://www.businesswire.com/news/home/20230616696596/en/Eminence-Capital-Sends-Open-Letter-to-Entain-Board-of-Directors-Following-Value-Destructive-Equity-Offering/?feedref=JjAwJuNHiystnCoBq_hl-Rc4vIAVcHHkbDcwJimU8QtrtlakeQ9hNboBqTAWIjTge3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF,merger
243,2023-06-16 07:21:06,Goldman Sachs also now expects ECB to hike rates again in September,Forexlive,https://www.forexlive.com/news/goldman-sachs-also-now-expects-ecb-to-hike-rates-again-in-september-20230616/,forex
244,2023-06-16 07:06:00,Growing Popularity of Complementary and Alternative Medicine Fuels Market Growth,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689538/0/en/Growing-Popularity-of-Complementary-and-Alternative-Medicine-Fuels-Market-Growth.html,merger
245,2023-06-16 06:45:22,GBPUSD Technical Analysis - Pound on fire,Forexlive,https://www.forexlive.com/technical-analysis/gbpusd-technical-analysis-pound-on-fire-20230616/,forex
246,2023-06-16 06:39:31,Bitcoin Shorts Lose $16M as BlackRock ETF Filing Sparks Bullish Outlook,CoinDesk,https://www.coindesk.com/markets/2023/06/16/bitcoin-shorts-lose-16m-as-blackrock-etf-filing-sparks-bullish-outlook/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
247,2023-06-16 06:30:00,"Mark Cuban takes on SEC, John Reed Stark and ‘crypto derangement syndrome’",Cointelegraph,https://cointelegraph.com/news/mark-cuban-sec-john-reed-stark-crypto-derangement-syndrome,crypto
248,2023-06-16 06:22:27,BNP Paribas now sees ECB hiking in September as well,Forexlive,https://www.forexlive.com/news/bnp-paribas-now-sees-ecb-hiking-in-september-as-well-20230616/,forex
249,2023-06-16 05:58:48,‘Hey Mercedes’ — Mercedes-Benz trials ChatGPT-powered voice control,Cointelegraph,https://cointelegraph.com/news/mercedes-benz-trials-chat-gpt-powered-voice-control,crypto
250,2023-06-16 05:55:16,"New Mexico Water, part of California Water Service will acquire Monterey Water Company",SeekingAlpha,https://seekingalpha.com/news/3980374-new-mexico-water-part-of-california-water-service-will-acquire-monterey-water-company?utm_source=feed_news_m_a&utm_medium=referral,merger
251,2023-06-16 05:00:00,IMCD Singapore and Vietnam are poised for growth with the acquisition of Brylchem Group,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689501/0/en/IMCD-Singapore-and-Vietnam-are-poised-for-growth-with-the-acquisition-of-Brylchem-Group.html,merger
252,2023-06-16 05:00:00,Blockchain Assoc. requests info on Prometheum over ‘suspicious’ approval,Cointelegraph,https://cointelegraph.com/news/blockchain-association-requests-prometheum-info-from-sec,crypto
253,2023-06-16 04:43:39,A light one on the data docket in Europe today,Forexlive,https://www.forexlive.com/news/a-light-one-on-the-data-docket-in-europe-today-20230616/,forex
254,2023-06-16 04:21:35,"BlackRock's Bitcoin ETF ‘is the best thing to happen' to BTC, or is it?",Cointelegraph,https://cointelegraph.com/news/blackrock-bitcoin-etf-trust-good-or-bad-for-btc,crypto
255,2023-06-16 04:21:25,EUR/USD Price Forecast: 1.133 by the end of 2023?,Forexlive,https://www.forexlive.com/technical-analysis/eurusd-price-forecast-1133-by-the-end-of-2023-20230616/,forex
256,2023-06-16 04:01:00,"Avantgarde, Agio Digital Unveil Institutional Onchain Funds Platform",CoinDesk,https://www.coindesk.com/business/2023/06/16/avantgarde-agio-digital-unveil-institutional-onchain-funds-platform/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
257,2023-06-16 03:35:39,"ForexLive Asia FX news wrap: The Bank of Japan left monetary policy unchanged, as expected",Forexlive,https://www.forexlive.com/news/forexlive-asia-fx-news-wrap-the-bank-of-japan-left-monetary-policy-unchanged-as-expected-20230616/,forex
258,2023-06-16 03:30:00,Zooming in on the Microscopy Market,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689495/0/en/Zooming-in-on-the-Microscopy-Market.html,merger
259,2023-06-16 03:20:03,"UBS lowered its forecast for China’s 2023 economic growth to 5.2%, from 5.7% previously",Forexlive,https://www.forexlive.com/news/ubs-lowered-its-forecast-for-chinas-2023-economic-growth-to-52-from-57-previously-20230616/,forex
260,2023-06-16 03:19:59,Double trouble: FTX founder Sam Bankman-Fried faces two criminal trials,Cointelegraph,https://cointelegraph.com/news/ftx-founder-sam-bankman-fried-two-criminal-trials,crypto
261,2023-06-16 03:13:00,Japanese Yen Slips as BOJ Keeps Policy Unchanged: What’s Next for USD/JPY?,Dailyfx,https://www.dailyfx.com/news/japanese-yen-slips-as-boj-keeps-policy-unchanged-what-s-next-for-usd-jpy-20230616.html,forex
262,2023-06-16 03:08:51,"Investors want crypto, but not without TradFi backing: Nomura survey",Cointelegraph,https://cointelegraph.com/news/investors-crypto-institutional-backing-nomura-survey,crypto
263,2023-06-16 02:58:32,OKCoin Accused by FDIC of Making False Claims About Customer Protections,CoinDesk,https://www.coindesk.com/policy/2023/06/16/okcoin-accused-by-fdic-of-making-false-claims-about-customer-protections/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
264,2023-06-16 02:54:00,Dow Jones Newswires: Bank of Japan keeps ultra-low interest rates unchanged,MarketWatch,https://www.marketwatch.com/story/boj-keeps-ultra-low-interest-rates-unchanged-e125d56a,general
265,2023-06-16 02:52:00,The Fed: Fed’s Bostic discloses violations of trading rules before 2022 FOMC meeting,MarketWatch,https://www.marketwatch.com/story/feds-bostic-discloses-violations-of-trading-rules-before-2022-fomc-meeting-58ce38b1,general
266,2023-06-16 02:45:00,"Global Star Acquisition Inc. Announces Merger With K Enter, a Diversified Korean Entertainment Company Valued at $610 Million",GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689493/0/en/Global-Star-Acquisition-Inc-Announces-Merger-With-K-Enter-a-Diversified-Korean-Entertainment-Company-Valued-at-610-Million.html,merger
267,2023-06-16 02:25:57,China's State Planner says it'll speed up implementation of key projects,Forexlive,https://www.forexlive.com/news/chinas-state-planner-says-itll-speed-up-implementation-of-key-projects-20230616/,forex
268,2023-06-16 02:09:36,"Crypto lender Abra has been insolvent since March, says Texas regulator",Cointelegraph,https://cointelegraph.com/news/abra-insolvent-since-march-texas-securities-regulator-cease-desist,crypto
269,2023-06-16 02:00:00,Asia Day Ahead: Lingering Market Doubts on Fed’s Hawkish Guidance,Dailyfx,https://www.dailyfx.com/news/asia-day-ahead-lingering-market-doubts-on-fed-s-hawkish-guidance-20230616.html,forex
270,2023-06-16 01:30:00,Revolutionizing City Transportation: Electric Taxi Vertiport Industry,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689489/0/en/Revolutionizing-City-Transportation-Electric-Taxi-Vertiport-Industry.html,merger
271,2023-06-16 00:45:31,Japan finance minister Suzuki says he has no comment on FX levels,Forexlive,https://www.forexlive.com/news/japan-finance-minister-suzuki-says-he-has-no-comment-on-fx-levels-20230616/,forex
272,2023-06-16 00:18:00,: Virgin Galactic shares rocket higher on plans for first commercial flight this month,MarketWatch,https://www.marketwatch.com/story/virgin-galactic-says-its-first-space-tourism-flight-will-take-place-this-month-2e48b4e6,general
273,2023-06-16 00:08:19,First Mover Asia: Hong Kong as Crypto Hub? The City's Strict Banking Requirements May Be an Obstacle,CoinDesk,https://www.coindesk.com/markets/2023/06/16/first-mover-asia-hong-kong-as-crypto-hub-the-citys-strict-banking-requirements-may-be-an-obstacle/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
274,2023-06-15 23:53:39,Cramer explains how four different camps of buyers see mixed messages in the Fed's rate strategy,CNBC,https://www.cnbc.com/2023/06/15/cramer-explains-how-four-camps-of-buyers-see-fed-mixed-messages.html,general
275,2023-06-15 23:33:13,"Korean crypto contagion, Bank of China on Ethereum, HK’s exchange red carpet: Asia Express",Cointelegraph,https://cointelegraph.com/magazine/hong-kong-crypto-exchanges-do-kwon-jail-korean-crypto-lenders-contagion-asia-express/,crypto
276,2023-06-15 23:28:00,Samenvatting: CSC neemt Eddystone Financial Services over en breidt daarmee het aanbod van kredietagentschappen in Australazië uit,BusinessWire,http://www.businesswire.com/news/home/20230615858711/nl/?feedref=JjAwJuNHiystnCoBq_hl-Rc4vIAVcHHkbDcwJimU8QtrtlakeQ9hNboBqTAWIjTge3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_kAy2gZikaX3QWV6xOvgFlA==,merger
277,2023-06-15 23:03:48,"BlackRock applies for spot Bitcoin ETF — a US first, if approved",Cointelegraph,https://cointelegraph.com/news/blackrock-apply-spot-bitcoin-etf-sec-nasdaq,crypto
278,2023-06-15 22:56:00,Structurlam Closes US$83.5 Million Sale to Mercer,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/15/2689464/0/en/Structurlam-Closes-US-83-5-Million-Sale-to-Mercer.html,merger
279,2023-06-15 22:33:06,New Zealand Manufacturing PMI (May) still in contraction at 48.9 (prior 48.8),Forexlive,https://www.forexlive.com/news/new-zealand-manufacturing-pmi-may-still-in-contraction-at-489-prior-488-20230615/,forex
280,2023-06-15 22:27:00,Generational Equity Advises Red Oak Medical Supply in Its Sale to Private Investor,BusinessWire,http://www.businesswire.com/news/home/20230615088239/en/Generational-Equity-Advises-Red-Oak-Medical-Supply-in-Its-Sale-to-Private-Investor/?feedref=JjAwJuNHiystnCoBq_hl-Rc4vIAVcHHkbDcwJimU8QtrtlakeQ9hNboBqTAWIjTge3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_kAy2gZikaX3QWV6xOvgFlA==,merger
281,2023-06-15 22:17:00,: Amazon reinstates Alabama union advocate it fired,MarketWatch,https://www.marketwatch.com/story/amazon-reinstates-alabama-union-advocate-it-fired-e59ee5fc,general
282,2023-06-15 22:14:49,Do Kwon to Remain in Custody While Montenegro Courts Consider Extradition Request: Report,CoinDesk,https://www.coindesk.com/policy/2023/06/15/do-kwon-to-remain-in-custody-while-montenegro-courts-consider-extradition-request-report/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
283,2023-06-15 22:13:44,JP Morgan expects real money rebalance equities selling of up to US$150bn in coming weeks,Forexlive,https://www.forexlive.com/news/jp-morgan-expects-real-money-rebalance-equities-selling-of-up-to-us150bn-in-coming-weeks-20230615/,forex
284,2023-06-15 22:04:00,Personal Finance Daily: Biden is cracking down on junk fees with the help of Airbnb and Live Nation and minimum-wage workers would need to log 104 hours a week to reasonably afford a two-bedroom rental,MarketWatch,https://www.marketwatch.com/story/biden-is-cracking-down-on-junk-fees-with-the-help-of-airbnb-and-live-nation-and-minimum-wage-workers-would-need-to-log-104-hours-a-week-to-reasonably-afford-a-two-bedroom-rental-461478a6,general
285,2023-06-15 22:00:00,New Mexico Water Service Receives NMPRC Approval to Acquire Monterey Water Company,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/15/2689457/0/en/New-Mexico-Water-Service-Receives-NMPRC-Approval-to-Acquire-Monterey-Water-Company.html,merger
286,2023-06-15 21:45:26,Bitcoin Jumps Past $25.7K After BlackRock iShares ETF Filing,CoinDesk,https://www.coindesk.com/markets/2023/06/15/bitcoin-jumps-past-257k-after-blackrock-ishares-etf-filing/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
287,2023-06-15 21:43:52,"Fed, SEC investigate Goldman Sachs over Silicon Valley Bank's securities portfolio: Report",Cointelegraph,https://cointelegraph.com/news/fed-sec-investigate-goldman-sachs-silicon-valley-bank-securities-portfolio-report,crypto
288,2023-06-15 21:42:00,"ETF Wrap: Here are some ETFs State Street likes with recession worries, Fed rate hikes in focus",MarketWatch,https://www.marketwatch.com/story/here-are-some-etfs-state-street-likes-with-recession-worries-fed-rate-hikes-in-focus-ef7edc6e,general
289,2023-06-15 21:40:43,Sotheby's auctions off Dmitri Cerniak's 'The Goose' NFT from 3AC collection for $6.2M,Cointelegraph,https://cointelegraph.com/news/sotheby-auctions-the-goose-nft-3ac-collection,crypto
290,2023-06-15 21:40:00,: Bitcoin climbs as BlackRock files for ETF backed by the cryptocurrency,MarketWatch,https://www.marketwatch.com/story/bitcoin-climbs-as-blackrock-files-for-etf-backed-by-the-cryptocurrency-20bdd713,general
291,2023-06-15 21:34:54,"US stockmarket triple witching day on Friday, 16 June 2023 preview - chaos into the close",Forexlive,https://www.forexlive.com/news/us-stockmarket-triple-witching-day-on-friday-16-june-2023-preview-chaos-into-the-close-20230615/,forex
292,2023-06-15 21:30:00,Mercer International Inc. Announces the Completion of the Acquisition of Structurlam Mass Timber Assets,GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/15/2689447/10647/en/Mercer-International-Inc-Announces-the-Completion-of-the-Acquisition-of-Structurlam-Mass-Timber-Assets.html,merger
293,2023-06-15 21:27:03,Justice Dept. probing PGA Tour planned merger with LIV Golf - report,SeekingAlpha,https://seekingalpha.com/news/3980357-justice-dept-probing-pga-tour-planned-merger-with-liv-golf-report?utm_source=feed_news_m_a&utm_medium=referral,merger
294,2023-06-15 21:25:00,FA Center: Which is worse: Lying about money or losing it?,MarketWatch,https://www.marketwatch.com/story/which-is-worse-lying-about-money-or-losing-it-cfa06368,general
295,2023-06-15 21:17:00,"Key Words: I-95 collapse could impact retailers’ holiday season plans and freight rates, experts warn",MarketWatch,https://www.marketwatch.com/story/i-95-collapse-could-impact-retailers-holiday-season-plans-and-freight-rates-experts-warn-df7945d9,general
296,2023-06-15 21:11:51,"Retired ISS commander Peggy Whitson talks recent Axiom mission, making space accessible",CNBC,https://www.cnbc.com/2023/06/15/astronaut-peggy-whitson-talks-axiom-mission-making-space-accessible.html,general
