,implied_volatility,open_interest,break_even_price,day_close,day_high,last_updated,day_low,day_open,day_change_percent,day_change,previous_close,day_volume,day_vwap,contract_type,exercise_style,expiration_date,shares_per_contract,strike_price,option_symbol,delta,gamma,theta,vega,ask,ask_size,bid,bid_size,quote_last_updated,midpoint,conditions,exchange,price,sip_timestamp,size,change_to_break_even,underlying_last_updated,underlying_price,underlying_ticker
566,0.6636866190451979,131,24.825,,,1.6872912e+18,,,,,7.4,,,call,american,2023-09-15,100,17.0,,0.9155494431729791,0.02127427057269637,-0.009608401078933257,0.015425829275959186,8.25,403,7.4,10,,7.825,[209],307.0,7.4,1.687270551952e+18,6.0,0.505,,,
649,0.6638672007657842,306,27.825,,,1.6881552e+18,,,,,3.8,,,call,american,2023-10-20,100,24.0,,0.602488299433795,0.04413087673682201,-0.017300196428335003,0.05127180240523111,4.05,326,3.6,90,,3.825,[209],313.0,3.8,1.6881543416664215e+18,2.0,3.505,,,
344,0.6645395552850997,2,18.855,,,1.6878096e+18,,,,,0.21,,,put,american,2023-07-28,100,19.0,,-0.06856213555185547,0.030341613369678416,-0.010611785887149162,0.009942768790552831,0.23,692,0.06,782,,0.145,[227],312.0,0.21,1.687799678423e+18,1.0,-5.46,,,
571,0.6647276433685718,471,26.225,,,1.6881552e+18,,,,,4.19,,,call,american,2023-09-15,100,22.0,,0.6983061440959039,0.04817449950203594,-0.01904616888649296,0.04052780060249451,4.4,363,4.05,16,,4.225,[232],300.0,4.19,1.688155191892789e+18,2.0,1.905,,,
1100,0.6649387588119428,1,39.85,,,1.6880688e+18,,,,,4.5,,,call,american,2024-10-18,100,35.0,,0.4944216020660268,0.021676952893392176,-0.00884733137477232,0.10754496360190155,5.75,185,3.95,514,,4.85,[209],316.0,4.5,1.6880663227499986e+18,1.0,15.53,,,
723,0.664969772072162,1540,30.155,,,1.6879824e+18,,,,,3.05,,,call,american,2023-11-17,100,27.0,,0.4986355368370542,0.04030972249770132,-0.015732474947077642,0.06127936337456509,3.35,134,2.96,58,,3.155,[209],304.0,3.05,1.687978130655e+18,2.0,5.835,,,
884,0.6658603197724245,333,31.4,,,1.6881552e+18,,,,,3.71,,,call,american,2024-01-19,100,27.5,,0.5221694161332762,0.03328795460957865,-0.013234756609112632,0.07362159789376144,4.1,404,3.7,9,,3.9,[227],308.0,3.71,1.6881541880044221e+18,1.0,7.08,,,
1012,0.6661641055832513,32,38.115,,,1.6881552e+18,,,,,3.2,,,call,american,2024-04-19,100,35.0,,0.40343114915965267,0.026752167308004168,-0.010613711698840615,0.08807698808190595,3.5,406,2.73,407,,3.115,[209],316.0,3.2,1.6881352967554514e+18,2.0,13.795,,,
650,0.6662082272323832,1727,28.425,,,1.6881552e+18,,,,,3.4,,,call,american,2023-10-20,100,25.0,,0.5598168876087627,0.04474565330062794,-0.017545296573911528,0.05255944081428255,3.65,388,3.2,79,,3.425,[209],315.0,3.4,1.6881550149145802e+18,1.0,4.105,,,
885,0.6665498233449104,2377,32.225,,,1.6881552e+18,,,,,3.68,,,call,american,2024-01-19,100,28.75,,0.48452949726342703,0.03361237487610305,-0.013309052172639795,0.07569510086863586,3.7,105,3.25,78,,3.475,[227],323.0,3.68,1.6881517931783657e+18,1.0,7.905,,,
1068,0.6669344713742541,68,35.175,,,1.6880688e+18,,,,,4.9,,,call,american,2024-07-19,100,30.0,,0.5434374570682063,0.024054790615842047,-0.009863093123254892,0.10267884550883508,6.0,560,4.35,471,,5.175,[209],303.0,4.9,1.6880662911852762e+18,2.0,10.855,,,
1133,0.6670183139813362,467,44.725,,,1.6881552e+18,,,,,4.5,,,call,american,2025-01-17,100,40.0,,0.46422776225623197,0.01962095644459077,-0.008078494975654204,0.1246504839952067,5.4,261,4.05,87,,4.725,[209],325.0,4.5,1.6881529521116168e+18,9.0,20.405,,,
1136,0.6674717052119329,106,57.87,,,1.6880688e+18,,,,,3.0,,,call,american,2025-01-17,100,55.0,,0.31705448666376923,0.017534546548773785,-0.00708566052973566,0.1158969981153717,3.2,71,2.54,2,,2.87,[209],316.0,3.0,1.6880617649557345e+18,4.0,33.55,,,
446,0.6675694368075205,0,24.3,,,,,,,,,,,put,american,2023-08-04,100,35.0,,-0.972485685817419,0.02161234518000762,-0.003046999048071635,0.005787932994562667,11.55,49,9.85,108,,10.7,,,,,,-0.02,,,
1043,0.6678112677293683,63,40.385,,,1.6881552e+18,,,,,3.42,,,call,american,2024-06-21,100,37.0,,0.40723299442530236,0.024278287011256353,-0.00975051161442045,0.09896711317456902,3.8,422,2.97,422,,3.385,[232],304.0,3.42,1.6881343770215432e+18,1.0,16.065,,,
1290,0.6678598717493234,880,4.355,,,1.6881552e+18,,,,,0.82,,,call,american,2023-07-28,100,3.5,,0.896063301297429,0.2356123071461731,-0.003079180684670443,0.0018028991304912055,0.92,6,0.79,7,,0.855,[209],313.0,0.82,1.688142846445064e+18,120.0,0.055,,,
886,0.668329026784283,3980,33.16,,,1.6881552e+18,,,,,3.2,,,call,american,2024-01-19,100,30.0,,0.45207755017827567,0.03319014460777232,-0.013155026479240836,0.06795062589892881,3.35,352,2.97,3,,3.16,[209],316.0,3.2,1.6881543631216476e+18,3.0,8.84,,,
1094,0.6689560797713962,36,29.575,,,1.6881552e+18,,,,,7.85,,,call,american,2024-10-18,100,20.0,,0.7657626041319111,0.016597704216403556,-0.0073418777244819945,0.08709124316082649,11.3,239,7.85,271,,9.575,[209],316.0,7.85,1.6881520100787151e+18,1.0,5.255,,,
200,0.6692254038996676,3574,24.7,,,1.6881552e+18,,,,,4.1,,,call,american,2023-07-21,100,21.0,,0.8499141417560069,0.06181345424930131,-0.024793297583845172,0.013658931195585707,4.0,629,3.4,399,,3.7,[209],325.0,4.1,1.6881469473778424e+18,1.0,0.38,,,
1070,0.6694049956737316,8,39.075,,,1.687896e+18,,,,,3.28,,,call,american,2024-07-19,100,35.0,,0.4569209655208347,0.02377278132136841,-0.009685866530595869,0.0986058854512199,4.5,9,3.65,11,,4.075,[227],323.0,3.28,1.687886477789e+18,1.0,14.755,,,
1071,0.6712642129337317,27,40.7,,,1.6880688e+18,,,,,3.55,,,call,american,2024-07-19,100,37.0,,0.4250887822138621,0.023429196992615996,-0.009552758621962535,0.1019844574597267,4.25,418,3.15,67,,3.7,[227],301.0,3.55,1.6880454170493245e+18,1.0,16.38,,,
570,0.6712729737553793,413,25.875,,,1.6881552e+18,,,,,5.2,,,call,american,2023-09-15,100,21.0,,0.7474842608175544,0.043359468272709985,-0.017703375631205748,0.03445950561954618,5.2,471,4.55,224,,4.875,[232],308.0,5.2,1.688150345812239e+18,11.0,1.555,,,
1095,0.6716982885906209,43,30.75,,,1.6879824e+18,,,,,7.35,,,call,american,2024-10-18,100,22.0,,0.7256340455624607,0.01793386533450757,-0.007865386302703777,0.0922716519599896,10.5,335,7.0,258,,8.75,[232],312.0,7.35,1.687975872587e+18,3.0,6.43,,,
419,0.6718006609529686,0,18.325,,,,,,,,,,,put,american,2023-08-04,100,18.5,,-0.0715017938828623,0.02756879998865326,-0.009823646427107384,0.010970813070788277,0.29,50,0.06,123,,0.175,,,,,,-6.0,,,
270,0.6719563436585294,206,23.95,,,1.6881552e+18,,,,,3.79,,,put,american,2023-07-21,100,28.0,,-0.7939627083526154,0.0776012687904747,-0.025164019033965836,0.016124102666233646,4.35,491,3.75,541,,4.05,[233],308.0,3.79,1.6881491893634568e+18,1.0,-0.37,,,
212,0.6729012882430291,2596,27.625,,,1.6881552e+18,,,,,0.6,,,call,american,2023-07-21,100,27.0,,0.2827818478694889,0.08974593859399516,-0.03380695985119639,0.020834055600283022,0.64,48,0.61,2,,0.625,[232],308.0,0.6,1.6881550343453916e+18,2.0,3.305,,,
568,0.6730973649567124,243,25.25,,,1.6881552e+18,,,,,6.6,,,call,american,2023-09-15,100,19.0,,0.8402073099894458,0.03301953302022169,-0.014109514222098518,0.02478911746126849,6.6,379,5.9,201,,6.25,[209],325.0,6.6,1.6881352121989916e+18,2.0,0.93,,,
887,0.6732198666930876,336,34.165,,,1.6875504e+18,,,,,2.85,,,call,american,2024-01-19,100,31.25,,0.4232735487499323,0.032325619914443646,-0.01295099202868982,0.06958635218936196,3.1,1,2.73,11,,2.915,[209],315.0,2.85,1.68753931945e+18,2.0,9.845,,,
388,0.6732724076675402,0,25.025,,,1.6881552e+18,,,,,4.2,,,call,american,2023-08-04,100,21.0,,0.8022613637175721,0.056945430519078716,-0.023078267166774732,0.02325402659886205,4.55,145,3.5,140,,4.025,[232],304.0,3.94,1.6881363085675343e+18,7.0,0.705,,,
1042,0.6744617331876817,175,38.85,,,1.6881552e+18,,,,,3.8,,,call,american,2024-06-21,100,35.0,,0.4450370279260043,0.024412132511419833,-0.010041961153938668,0.0954305519048463,4.1,11,3.6,2,,3.85,[209],316.0,3.8,1.6881429374760422e+18,1.0,14.53,,,
389,0.6746165332724444,0,25.19,,,,,,,,,,,call,american,2023-08-04,100,21.5,,0.7659556780206737,0.06185755767104689,-0.02489876460606001,0.023588919508328515,5.45,131,1.93,128,,3.69,,,,,,0.87,,,
198,0.6768834698417249,4773,24.55,,,1.6881552e+18,,,,,4.58,,,call,american,2023-07-21,100,20.0,,0.909539779436795,0.042725093374203674,-0.018303917409301693,0.00884145835453643,4.75,389,4.35,17,,4.55,[232],323.0,4.58,1.6881546919538944e+18,8.0,0.23,,,
1548,0.6771605068686661,8245,10.5,,,1.6881552e+18,,,,,0.45,,,call,american,2025-01-17,100,10.0,,0.31116856079108673,0.09704331201033316,-0.0012588871001816167,0.020743380903100666,0.55,7,0.45,15,,0.5,[209],315.0,0.45,1.688154957697904e+18,15.0,6.2,,,
1522,0.6774776170680825,1554,5.785,,,1.6881552e+18,,,,,0.85,,,call,american,2024-03-15,100,5.0,,0.5325068197097684,0.16345172007362394,-0.002120779054646501,0.014744292382297929,0.84,2,0.73,1,,0.785,[209],315.0,0.85,1.6881449212945605e+18,1.0,1.485,,,
724,0.6776400598135235,641,30.875,,,1.6881552e+18,,,,,3.0,,,call,american,2023-11-17,100,28.0,,0.46525809767885057,0.03977617240282591,-0.01601883864123838,0.06260145525119994,3.05,163,2.7,55,,2.875,[209],313.0,3.0,1.688151867536312e+18,2.0,6.555,,,
888,0.6778829576367922,689,35.17,,,1.6881552e+18,,,,,3.0,,,call,american,2024-01-19,100,32.5,,0.3948913909330319,0.031499814150703874,-0.01274689093837171,0.07121101156665456,2.85,342,2.49,43,,2.67,[209],301.0,3.0,1.688135905382552e+18,2.0,10.85,,,
362,0.6791976072732867,6,23.775,,,1.6868592e+18,,,,,4.87,,,put,american,2023-07-28,100,28.0,,-0.7510782515516004,0.07414051449526718,-0.02461056231318235,0.018777240983551605,4.55,11,3.9,200,,4.225,[232],308.0,4.87,1.686857022552e+18,5.0,-0.545,,,
1490,0.6793511634220059,21801,5.66,,,1.6881552e+18,,,,,0.65,,,call,american,2024-01-19,100,5.0,,0.5026928150619463,0.18560668749989004,-0.0023886021657436936,0.013220716207988814,0.67,5,0.65,1,,0.66,[219],325.0,0.65,1.6881546288613957e+18,1.0,1.36,,,
789,0.6798371777869474,1098,32.78,,,1.6881552e+18,,,,,2.76,,,call,american,2023-12-15,100,30.0,,0.4297095135895544,0.03546349946123452,-0.014397615997804298,0.06217070593452336,2.96,60,2.6,53,,2.78,[227],323.0,2.76,1.688155192532374e+18,1.0,8.46,,,
1013,0.6803192791752173,9,39.825,,,1.6879824e+18,,,,,2.75,,,call,american,2024-04-19,100,37.0,,0.3722798935476411,0.025784624172225788,-0.010602384137399074,0.09084912770154974,3.2,362,2.45,383,,2.825,[209],322.0,2.75,1.687981932881e+18,1.0,15.505,,,
652,0.6805298608047124,779,29.77,,,1.6881552e+18,,,,,2.67,,,call,american,2023-10-20,100,27.0,,0.4793516243640862,0.04413272730081636,-0.017837110258418474,0.05503436864420753,2.9,132,2.64,60,,2.77,[235],301.0,2.67,1.688139177676277e+18,20.0,5.45,,,
460,0.6806790464876722,202,24.525,,,1.6872912e+18,,,,,8.25,,,call,american,2023-08-18,100,16.25,,0.9635389650677962,0.013354099928041499,-0.007120727888067848,0.006957131192686972,8.75,292,7.8,78,,8.275,[209],316.0,8.25,1.687286999012e+18,2.0,0.205,,,
726,0.6809594183459228,567,32.385,,,1.687896e+18,,,,,1.89,,,call,american,2023-11-17,100,30.0,,0.40407233881627996,0.03816158629558187,-0.015418073056683895,0.057081163041424826,2.56,170,2.21,40,,2.385,[209],303.0,1.89,1.687877574834e+18,2.0,8.065,,,
567,0.6823747932883301,184,25.05,,,1.6872912e+18,,,,,7.13,,,call,american,2023-09-15,100,18.0,,0.8765433951211252,0.027136335928482767,-0.012235162659396887,0.02399433025707289,7.4,416,6.7,27,,7.05,[232],304.0,7.13,1.687268343199e+18,2.0,0.73,,,
60,0.6824781956655742,676,20.965,,,1.6881552e+18,,,,,0.03,,,put,american,2023-07-07,100,21.0,,-0.039144204473663555,0.040301848024929504,-0.015074549401173474,0.0028736733638527225,0.04,133,0.03,192,,0.035,[219],301.0,0.03,1.6881547312143619e+18,3.0,-3.36,,,
27,0.6826118038005115,320,26.69,,,1.6881552e+18,,,,,0.19,,,call,american,2023-07-07,100,26.5,,0.17262503354827247,0.12241129299276306,-0.04677623449500773,0.00857758712665532,0.22,52,0.16,109,,0.19,[236],308.0,0.19,1.6881551021298575e+18,1.0,2.37,,,
399,0.6827419894198732,16,27.725,,,1.6880688e+18,,,,,1.3,,,call,american,2023-08-04,100,26.5,,0.386232766597811,0.07697033478722816,-0.030226203783687625,0.0267973102201018,1.45,158,1.0,11,,1.225,[209],303.0,1.3,1.6880499833556613e+18,2.0,3.405,,,
520,0.6827452785743221,1992,22.775,,,1.6881552e+18,,,,,3.4,,,put,american,2023-08-18,100,26.25,,-0.5688449146091485,0.06755141849614991,-0.023142275229177202,0.03588268656315757,3.6,38,3.35,168,,3.475,[209],315.0,3.4,1.6881543416669878e+18,1.0,-1.55,,,
787,0.6828634955491002,132,31.025,,,1.6880688e+18,,,,,3.66,,,call,american,2023-12-15,100,27.5,,0.5055164153743428,0.035812513406792125,-0.014801907511388967,0.06735642260543555,3.8,330,3.25,23,,3.525,[232],308.0,3.66,1.6880530059784197e+18,1.0,6.705,,,
1101,0.68295433948303,2,41.675,,,1.6867728e+18,,,,,5.0,,,call,american,2024-10-18,100,37.0,,0.474784466355448,0.020983530964601406,-0.00897653588496076,0.11054020957708309,5.75,260,3.6,524,,4.675,[209],313.0,5.0,1.686770431296e+18,1.0,17.355,,,
115,0.6832120540093238,180,27.0,,,1.6881552e+18,,,,,0.51,,,call,american,2023-07-14,100,26.5,,0.2754804831664747,0.10853301608953587,-0.041918969848262065,0.01659429843180673,0.54,39,0.46,1,,0.5,[209],304.0,0.51,1.688154818620273e+18,1.0,2.68,,,
470,0.6839862909488857,976,29.76,,,1.6881552e+18,,,,,1.14,,,call,american,2023-08-18,100,28.75,,0.2978099441944536,0.058294499204716056,-0.022986729246201553,0.03336485066302519,1.11,423,0.91,8,,1.01,[209],322.0,1.14,1.688150068624165e+18,8.0,5.44,,,
361,0.6846189387471101,1,23.65,,,1.6872912e+18,,,,,4.5,,,put,american,2023-07-28,100,27.5,,-0.7147229307820425,0.07794404277280213,-0.02667522813860052,0.02417301223018166,4.2,81,3.5,168,,3.85,[209],312.0,4.5,1.687267831267e+18,1.0,-0.67,,,
725,0.6847716236797459,3,31.64,,,1.6866864e+18,,,,,4.0,,,call,american,2023-11-17,100,29.0,,0.43526483246682474,0.03888509325727972,-0.01592583712460015,0.055906480486152293,2.81,69,2.47,44,,2.64,[209],312.0,4.0,1.686685581905e+18,1.0,7.32,,,
513,0.6857033497199646,622,17.29,,,1.6881552e+18,,,,,0.22,,,put,american,2023-08-18,100,17.5,,-0.06974359961726105,0.022286432374552356,-0.0082358564026361,0.012584131674563556,0.25,75,0.17,72,,0.21,[227],308.0,0.22,1.6881332380094205e+18,1.0,-7.03,,,
162,0.686463598950345,3,24.125,,,1.6869456e+18,,,,,4.24,,,put,american,2023-07-14,100,28.0,,-0.8542887642226996,0.07729804832433988,-0.02610434299452442,0.01135208618657612,4.25,116,3.5,331,,3.875,[232],308.0,4.24,1.686925301319e+18,3.0,-0.195,,,
146,0.6868540145975025,258,19.925,,,1.6881552e+18,,,,,0.07,,,put,american,2023-07-14,100,20.0,,-0.05334984377180236,0.035092090203806665,-0.013227479752373612,0.004130604484097128,0.09,5,0.06,14,,0.075,[209],312.0,0.07,1.6881501372798472e+18,1.0,-4.39,,,
574,0.6872925847684273,1896,27.86,,,1.6881552e+18,,,,,2.8,,,call,american,2023-09-15,100,25.0,,0.5409041039444235,0.05270334558805219,-0.02163635364943251,0.04379099673864718,2.98,230,2.74,11,,2.86,[209],322.0,2.8,1.6881549683143488e+18,1.0,3.54,,,
1137,0.6876573156348317,4709,62.615,,,1.6881552e+18,,,,,2.6,,,call,american,2025-01-17,100,60.0,,0.29094013598302515,0.016484441373370413,-0.007024289320541878,0.12106463706375248,2.63,5,2.6,1,,2.615,[209],303.0,2.6,1.6881549852860562e+18,10.0,38.295,,,
727,0.6893246154146386,22,33.2,,,1.6880688e+18,,,,,2.39,,,call,american,2023-11-17,100,31.0,,0.3776079683374183,0.03690166836649579,-0.015224607116687393,0.05816221027392162,2.35,111,2.05,40,,2.2,[227],323.0,2.39,1.6880601416223693e+18,2.0,8.88,,,
889,0.6898928794019952,458,36.23,,,1.6878096e+18,,,,,2.3,,,call,american,2024-01-19,100,33.75,,0.3706363627561845,0.03045173547095085,-0.012708675064912094,0.07271503488404846,2.65,344,2.31,21,,2.48,[209],303.0,2.3,1.687787437537e+18,1.0,11.91,,,
1014,0.6902894164850365,427,42.455,,,1.6881552e+18,,,,,2.45,,,call,american,2024-04-19,100,40.0,,0.33168780017805044,0.02431022290466589,-0.010233003284091303,0.07261591698727014,2.8,440,2.11,427,,2.455,[209],313.0,2.45,1.6881538169354135e+18,2.0,18.135,,,
573,0.6917010156908087,532,27.3,,,1.6881552e+18,,,,,3.25,,,call,american,2023-09-15,100,24.0,,0.591700169544715,0.05153241805623824,-0.02155246920469387,0.042718691683683786,3.4,14,3.2,47,,3.3,[209],313.0,3.25,1.6881551832178534e+18,11.0,2.98,,,
1062,0.6929671178985966,24,26.75,,,1.687896e+18,,,,,9.68,,,call,american,2024-07-19,100,15.0,,0.8673749865101563,0.012539779927457034,-0.0062237184670381925,0.058685597955349424,13.1,266,10.4,109,,11.75,[227],323.0,9.68,1.687873240238e+18,3.0,2.43,,,
562,0.6930114978033831,3,24.5,,,1.6880688e+18,,,,,12.05,,,call,american,2023-09-15,100,13.0,,0.9857604060549661,0.004710618441916608,-0.003566329893842647,0.0038047102722347757,12.0,109,11.0,89,,11.5,[209],319.0,12.05,1.6880465948702735e+18,1.0,0.18,,,
1523,0.693041069229342,177,6.56,,,1.6880688e+18,,,,,0.65,,,call,american,2024-03-15,100,6.0,,0.41362069259707795,0.15580910095528713,-0.002076923883384692,0.01436613878527695,0.57,1,0.55,35,,0.56,[227],308.0,0.65,1.6880637650323889e+18,49.0,2.26,,,
790,0.6932157747853075,35,33.83,,,1.687896e+18,,,,,2.28,,,call,american,2023-12-15,100,31.25,,0.4014389125567573,0.034060677071736316,-0.014313742545787966,0.06359132871669135,2.77,111,2.39,51,,2.58,[240],308.0,2.28,1.687874432434e+18,1.0,9.51,,,
788,0.6939975574216297,57,31.915,,,1.6880688e+18,,,,,3.26,,,call,american,2023-12-15,100,28.75,,0.46824589219579393,0.03555101687531337,-0.015072199358242378,0.06914626635669106,3.4,136,2.93,56,,3.165,[227],323.0,3.26,1.6880687940333983e+18,1.0,7.595,,,
253,0.6943793854589475,4728,19.365,,,1.6881552e+18,,,,,0.13,,,put,american,2023-07-21,100,19.5,,-0.07106983633264506,0.03469640372254077,-0.013302897622955442,0.008716642367268851,0.14,134,0.13,22,,0.135,[209],315.0,0.13,1.6881550159604186e+18,17.0,-4.96,,,
401,0.6949942501851641,2,28.495,,,1.6881552e+18,,,,,1.04,,,call,american,2023-08-04,100,27.5,,0.3256812560919423,0.07043807581113196,-0.028549835747719805,0.027387765040334536,1.17,140,0.82,64,,0.995,[209],322.0,1.04,1.6881539829721283e+18,1.0,4.175,,,
402,0.695504274285816,59,28.865,,,1.6880688e+18,,,,,0.9,,,call,american,2023-08-04,100,28.0,,0.2940280733390705,0.06769272635974936,-0.02742477526878681,0.027688905906477056,1.09,129,0.64,119,,0.865,[209],322.0,0.9,1.6880619102498406e+18,5.0,4.545,,,
298,0.6960106783158945,0,24.475,,,,,,,,,,,call,american,2023-07-28,100,18.0,,0.9570310993758336,0.019981546114821433,-0.010177301188765578,0.00558174792214355,7.0,79,5.95,88,,6.475,,,,,,0.155,,,
1134,0.6961451371252373,257,49.225,,,1.6881552e+18,,,,,4.0,,,call,american,2025-01-17,100,45.0,,0.4210046656504078,0.018700939146374634,-0.008284420796286229,0.13250937552236916,5.35,489,3.1,487,,4.225,[227],312.0,4.0,1.6881463712595658e+18,1.0,24.905,,,
521,0.6966294315898326,608,23.1,,,1.6881552e+18,,,,,4.05,,,put,american,2023-08-18,100,27.5,,-0.6366152021040514,0.06321511746268182,-0.02212912912218273,0.03234620772646323,4.55,86,4.25,226,,4.4,[209],313.0,4.05,1.6881414435429169e+18,6.0,-1.22,,,
1570,0.6970881847785232,3358,10.74,,,1.6881552e+18,,,,,0.88,,,call,american,2025-06-20,100,10.0,,0.3926609555581177,0.09071588236873354,-0.0012689689293484186,0.02227745191696841,0.86,1,0.62,10,,0.74,[209],323.0,0.88,1.68815282746497e+18,15.0,6.44,,,
1569,0.6978876438027658,1680,8.13,,,1.6881552e+18,,,,,0.94,,,call,american,2025-06-20,100,7.0,,0.5379703539182424,0.09381438081374698,-0.0013432186948162633,0.023473398268325812,1.32,279,0.94,25,,1.13,[209],313.0,0.94,1.6881525602652106e+18,25.0,3.83,,,
213,0.6985809144906908,285,28.055,,,1.6881552e+18,,,,,0.57,,,call,american,2023-07-21,100,27.5,,0.25295364312836693,0.08230125727151466,-0.03333444479692082,0.016092631155538384,0.61,268,0.5,678,,0.555,[227],302.0,0.57,1.688153657968111e+18,2.0,3.735,,,
317,0.6990203116062189,289,28.29,,,1.6881552e+18,,,,,0.8,,,call,american,2023-07-28,100,27.5,,0.2957598216879578,0.0757016070479096,-0.03087846298425219,0.02443065916202157,0.86,413,0.72,26,,0.79,[209],313.0,0.8,1.6881465073000804e+18,1.0,3.97,,,
653,0.6990782804677643,135,30.51,,,1.6881552e+18,,,,,2.6,,,call,american,2023-10-20,100,28.0,,0.4441216169352797,0.0431269179789201,-0.01827510327481144,0.04916836592096117,2.68,196,2.34,73,,2.51,[209],325.0,2.6,1.688152934497792e+18,2.0,6.19,,,
318,0.699430414016465,505,28.665,,,1.6881552e+18,,,,,0.69,,,call,american,2023-07-28,100,28.0,,0.26135907011259935,0.07199987804286959,-0.029346786097674937,0.018887651664385326,0.74,209,0.59,158,,0.665,[209],316.0,0.69,1.6881533285212882e+18,2.0,4.345,,,
575,0.6997331389760831,1350,28.54,,,1.6881552e+18,,,,,2.59,,,call,american,2023-09-15,100,26.0,,0.493489863084508,0.051773170750637094,-0.02189079040519195,0.044810843061846156,2.7,338,2.38,144,,2.54,[227],312.0,2.59,1.688154742124641e+18,1.0,4.22,,,
728,0.6999096527442754,94,34.03,,,1.6879824e+18,,,,,2.0,,,call,american,2023-11-17,100,32.0,,0.3529437942464182,0.03562240458768355,-0.015098229407823552,0.059209667678963435,2.18,118,1.88,6,,2.03,[209],325.0,2.0,1.687981619363e+18,1.0,9.71,,,
18,0.7005232782603082,233,24.465,,,1.6881552e+18,,,,,2.47,,,call,american,2023-07-07,100,22.0,,0.8843410278685158,0.09192517583552769,-0.039195087477832,0.0051086956862742925,2.62,144,2.31,11,,2.465,[232],300.0,2.47,1.6881551918927688e+18,2.0,0.145,,,
791,0.7006055721007177,301,34.845,,,1.6873776e+18,,,,,2.39,,,call,american,2023-12-15,100,32.5,,0.37186035674717005,0.0329765134902155,-0.014100234815503966,0.06504664735317092,2.54,136,2.15,99,,2.345,[209],301.0,2.39,1.687364318215e+18,5.0,10.525,,,
654,0.7006969543582879,40,31.28,,,1.6881552e+18,,,,,2.55,,,call,american,2023-10-20,100,29.0,,0.41157159362367246,0.041868553617851724,-0.01777483345724733,0.050190392435609396,2.43,171,2.13,63,,2.28,[219],312.0,2.55,1.6881524849099172e+18,1.0,6.96,,,
418,0.7016404634040212,0,17.85,,,,,,,,,,,put,american,2023-08-04,100,18.0,,-0.060611055734842524,0.023351379833816646,-0.009097153538381007,0.010814385327844954,0.25,74,0.05,153,,0.15,,,,,,-6.47,,,
890,0.7020665082661953,1542,37.295,,,1.6881552e+18,,,,,2.32,,,call,american,2024-01-19,100,35.0,,0.3475833417946617,0.02947045981657549,-0.01268507716430921,0.07418627180812273,2.45,379,2.14,24,,2.295,[209],315.0,2.32,1.688140109729245e+18,5.0,12.975,,,
116,0.7034375188054105,491,27.42,,,1.6881552e+18,,,,,0.44,,,call,american,2023-07-14,100,27.0,,0.23651253034350792,0.09749894661044789,-0.039841287888712745,0.012825101409886176,0.47,267,0.37,185,,0.42,[209],316.0,0.44,1.688154442973351e+18,3.0,3.1,,,
164,0.7041047494282984,4,24.2,,,1.685736e+18,,,,,5.92,,,put,american,2023-07-14,100,29.0,,-0.9009113789999207,0.05787047077651211,-0.019550033368193703,0.008598819735032508,5.2,78,4.4,340,,4.8,[232],312.0,5.92,1.685735885031e+18,2.0,-0.12,,,
655,0.7051804146139453,939,32.065,,,1.6881552e+18,,,,,2.05,,,call,american,2023-10-20,100,30.0,,0.38028125082681546,0.04049627757717251,-0.017359681226679677,0.051193330086478535,2.21,179,1.92,95,,2.065,[219],313.0,2.05,1.6881542060135437e+18,5.0,7.745,,,
892,0.7053485874088806,490,39.44,,,1.6881552e+18,,,,,1.87,,,call,american,2024-01-19,100,37.5,,0.30400398256015226,0.027600197380484966,-0.011940877494097,0.05906793573846941,2.12,353,1.76,4,,1.94,[209],301.0,1.87,1.688152542312239e+18,1.0,15.12,,,
343,0.706724817020901,0,18.37,,,,,,,,,,,put,american,2023-07-28,100,18.5,,-0.059466052410038675,0.02571528900601748,-0.01019506839592621,0.009812074641500251,0.21,690,0.05,767,,0.13,,,,,,-5.95,,,
271,0.706987844294197,6,23.975,,,1.6873776e+18,,,,,4.57,,,put,american,2023-07-21,100,28.5,,-0.811260144559418,0.07014069409170277,-0.02505721748736524,0.016135836144210703,4.85,272,4.2,421,,4.525,[233],304.0,4.57,1.687364822502e+18,2.0,-0.345,,,
891,0.7089771002126527,59,38.37,,,1.6867728e+18,,,,,2.82,,,call,american,2024-01-19,100,36.25,,0.32599182905232255,0.028527963893057725,-0.012485949057302234,0.05786306861570819,2.28,164,1.96,36,,2.12,[209],325.0,2.82,1.6867701748e+18,1.0,14.05,,,
461,0.7095999571447587,619,24.675,,,1.6881552e+18,,,,,7.37,,,call,american,2023-08-18,100,17.5,,0.924657874721933,0.022822880547103942,-0.011446136483157714,0.012599752101612804,7.55,410,6.8,14,,7.175,[232],323.0,7.37,1.6881532675237317e+18,18.0,0.355,,,
272,0.7100081806537474,174,24.05,,,1.687896e+18,,,,,5.75,,,put,american,2023-07-21,100,29.0,,-0.8414837547026748,0.06372000499912549,-0.02251600734211128,0.015832222942868637,5.25,42,4.65,413,,4.95,[209],313.0,5.75,1.687894123013e+18,2.0,-0.27,,,
729,0.7101129735515358,4,34.86,,,1.6866864e+18,,,,,2.75,,,call,american,2023-11-17,100,33.0,,0.3290199602784232,0.03443276883928182,-0.014971570639798515,0.06024443840764168,2.01,91,1.71,28,,1.86,[209],315.0,2.75,1.686673548105e+18,1.0,10.54,,,
