name,ticker,change,change_percent,open,high,low,close,previous_close
Nasdaq BRIC Technology Large Mid Cap NTR Index,I:NQBRIC10LMN,-0.684,-0.025,2731.994932075,2742.71655285757,2725.65038852393,2740.81811559884,2740.81811559884
Nasdaq BRIC Technology Large Mid Cap TR Index,I:NQBRIC10LMT,-0.686,-0.0249,2741.25529030211,2752.01322729118,2734.889256553,2750.1083596577,2750.1083596577
Nasdaq BRIC Technology NTR Index,I:NQBRIC10N,-1.96,-0.046,4242.64363876755,4259.18862421896,4233.01572078381,4257.37975975513,4257.37975975513
Nasdaq BRIC Technology TR Index,I:NQBRIC10T,-1.97,-0.0461,4257.72232236534,4274.32607098668,4248.06020870449,4272.5107819412,4272.5107819412
Nasdaq BRIC Telecommunications Index,I:NQBRIC15,1.425,0.32,448.06566144955,448.29609447225,445.61262611835,445.99293759115,445.99293759115
Nasdaq BRIC Telecommunications Large Mid Cap Index,I:NQBRIC15LM,1.443,0.333,435.3328490931,435.57397500601,432.90689039514,433.28254941572,433.28254941572
Nasdaq BRIC Telecommunications Large Mid Cap NTR Index,I:NQBRIC15LMN,1.938,0.333,584.64869893979,584.97252920336,581.39065489509,581.89516209707,581.89516209707
Nasdaq BRIC Telecommunications Large Mid Cap TR Index,I:NQBRIC15LMT,1.966,0.333,593.10521958343,593.43373381758,589.80005028768,590.3118548215,590.3118548215
Nasdaq BRIC Telecommunications NTR Index,I:NQBRIC15N,2.003,0.319,629.88107306893,630.20501085773,626.4326487427,626.96728243414,626.96728243414
Nasdaq BRIC Telecommunications TR Index,I:NQBRIC15T,2.034,0.319,639.77141784064,640.100442076,636.26884661753,636.81187508659,636.81187508659
NASDAQ BRIC Health Care Index,I:NQBRIC20,-3.29,-0.217,1500.52861508583,1518.13996807255,1497.81646482675,1517.63467874261,1517.63467874261
Nasdaq BRIC Health Care Large Mid Cap Index,I:NQBRIC20LM,-2.94,-0.216,1344.2060177445,1360.51433274679,1341.70535344464,1360.05979931061,1360.05979931061
NASDAQ BRIC Health Care Large Mid Cap NTR Index,I:NQBRIC20LMN,-3.18,-0.216,1453.28920671769,1470.91519742158,1450.58649428563,1470.42393869131,1470.42393869131
NASDAQ BRIC Health Care Large Mid Cap TR Index,I:NQBRIC20LMT,-3.19,-0.216,1457.50875135104,1475.18447589764,1454.7984128923,1474.69183102206,1474.69183102206
NASDAQ BRIC Health Care NTR Index,I:NQBRIC20N,-3.61,-0.217,1647.052167005,1666.37797062421,1644.07599116364,1665.82349179634,1665.82349179634
NASDAQ BRIC Health Care TR Index,I:NQBRIC20T,-3.63,-0.217,1653.24027838186,1672.63737065623,1650.25312407991,1672.08084647745,1672.08084647745
NASDAQ BRIC Financials Index,I:NQBRIC30,0.0605,0.00482,1247.64536633304,1256.6015585549,1246.48713964826,1256.31180729038,1256.31180729038
Nasdaq BRIC Financials Large Mid Cap Index,I:NQBRIC30LM,0.241,0.0175,1365.72955606765,1375.55364306933,1364.50491669333,1375.10143472476,1375.10143472476
NASDAQ BRIC Financials Large Mid Cap NTR Index,I:NQBRIC30LMN,0.162,0.00856,1880.47836709233,1894.00519090677,1878.79215634829,1893.55212639142,1893.55212639142
NASDAQ BRIC Financials Large Mid Cap TR Index,I:NQBRIC30LMT,0.31,0.016,1923.42546878772,1937.26122350407,1921.70074770207,1936.65339775209,1936.65339775209
NASDAQ BRIC Financials NTR Index,I:NQBRIC30N,0.248,0.0138,1780.25248885392,1793.03198848086,1778.59982697268,1792.45715076327,1792.45715076327
NASDAQ BRIC Financials TR Index,I:NQBRIC30T,0.254,0.0138,1824.4482115102,1837.54496906811,1822.75452141156,1836.95586069594,1836.95586069594
Nasdaq BRIC Real Estate Index,I:NQBRIC35,-1.49,-0.318,464.1021806338,468.17014226265,463.70746422007,467.99931634819,467.99931634819
Nasdaq BRIC Real Estate Large Mid Cap Index,I:NQBRIC35LM,-1.9,-0.408,461.16140929735,465.60514666925,460.60224182276,465.32775670324,465.32775670324
Nasdaq BRIC Real Estate Large Mid Cap NTR Index,I:NQBRIC35LMN,-2.04,-0.391,517.01391455912,521.99299313424,516.38738365515,521.59048833592,521.59048833592
Nasdaq BRIC Real Estate Large Mid Cap TR Index,I:NQBRIC35LMT,-2.04,-0.39,517.85506393885,522.84152955385,517.22760350369,522.43842759303,522.43842759303
Nasdaq BRIC Real Estate NTR Index,I:NQBRIC35N,-1.67,-0.319,519.6910989313,524.24415116059,519.24931392656,524.05295483633,524.05295483633
Nasdaq BRIC Real Estate TR Index,I:NQBRIC35T,-1.67,-0.318,520.5407447213,525.1007004566,520.09828986582,524.90921423342,524.90921423342
Nasdaq BRIC Consumer Discretionary Index,I:NQBRIC40,-0.644,-0.112,571.17375252541,573.71514150101,570.7496641508,573.34208692072,573.34208692072
Nasdaq BRIC Consumer Discretionary Large Mid Cap Index,I:NQBRIC40LM,-1.07,-0.19,560.22724959028,562.81987309502,559.82714289844,562.60778882656,562.60778882656
Nasdaq BRIC Consumer Discretionary Large Mid Cap NTR Index,I:NQBRIC40LMN,-1.08,-0.189,568.56444587152,571.19548635374,568.1584104786,570.97466477924,570.97466477924
Nasdaq BRIC Consumer Discretionary Large Mid Cap TR Index,I:NQBRIC40LMT,-1.08,-0.189,569.06334210874,571.69664971848,568.65695684131,571.47563786539,571.47563786539
Nasdaq BRIC Consumer Discretionary NTR Index,I:NQBRIC40N,-0.655,-0.112,581.174997888,583.7607318443,580.74350954786,583.38116779288,583.38116779288
Nasdaq BRIC Consumer Discretionary TR Index,I:NQBRIC40T,-0.655,-0.112,581.74595759614,584.33419312472,581.31405181196,583.95426186348,583.95426186348
Nasdaq BRIC Consumer Staples Index,I:NQBRIC45,0.0765,0.00775,981.48120038565,987.27440465107,978.70458116549,987.04023585158,987.04023585158
Nasdaq BRIC Consumer Staples Large Mid Cap Index,I:NQBRIC45LM,-0.174,-0.0179,967.81911261563,973.23149745884,964.85925781091,973.00500346806,973.00500346806
Nasdaq BRIC Consumer Staples Large Mid Cap NTR Index,I:NQBRIC45LMN,-0.186,-0.018,1028.92664052282,1034.68076015257,1025.77990223159,1034.4399654648,1034.4399654648
Nasdaq BRIC Consumer Staples Large Mid Cap TR Index,I:NQBRIC45LMT,-0.0162,-0.00156,1036.21500397429,1042.00988269564,1033.04597587982,1041.59671847578,1041.59671847578
Nasdaq BRIC Consumer Staples NTR Index,I:NQBRIC45N,-0.129,-0.0123,1045.2761659113,1051.44592070692,1042.31907015489,1051.40699346402,1051.40699346402
Nasdaq BRIC Consumer Staples TR Index,I:NQBRIC45T,0.104,0.00983,1052.38555699926,1058.59727505895,1049.40834871098,1058.32471621629,1058.32471621629
Nasdaq BRIC Industrials Index,I:NQBRIC50,-0.49,-0.0383,1272.55657208102,1280.2440885108,1271.78211277882,1279.77524366191,1279.77524366191
Nasdaq BRIC Industrials Large Mid Cap Index,I:NQBRIC50LM,-1.1,-0.0767,1425.36421375811,1433.94931687017,1423.9542681048,1433.42288851855,1433.42288851855
Nasdaq BRIC Industrials Large Mid Cap NTR Index,I:NQBRIC50LMN,-1.33,-0.0793,1667.59406926735,1677.6349456985,1665.94503955916,1677.05734602031,1677.05734602031
Nasdaq BRIC Industrials Large Mid Cap TR Index,I:NQBRIC50LMT,-1.38,-0.0816,1681.5236693587,1691.64778334957,1679.86096940872,1691.10780048317,1691.10780048317
Nasdaq BRIC Industrials NTR Index,I:NQBRIC50N,-0.607,-0.0391,1544.10426528573,1553.4295586013,1543.16481231414,1552.8732166883,1552.8732166883
Nasdaq BRIC Industrials TR Index,I:NQBRIC50T,-1.06,-0.0675,1560.93759988693,1570.36402487535,1559.98795866203,1570.24726028008,1570.24726028008
Nasdaq BRIC Basic Materials Index,I:NQBRIC55,0.838,0.122,693.8969169369,699.09835400481,688.28945403877,688.3270548417,688.3270548417
Nasdaq BRIC Basic Materials Large Mid Cap Index,I:NQBRIC55LM,0.968,0.118,827.24615335905,834.08636654861,819.91356151561,819.99169894514,819.99169894514
Nasdaq BRIC Basic Materials Large Mid Cap NTR Index,I:NQBRIC55LMN,1.44,0.113,1281.08479384069,1291.6776422549,1269.72944105732,1269.90896613495,1269.90896613495
Nasdaq BRIC Basic Materials Large Mid Cap TR Index,I:NQBRIC55LMT,1.565,0.119,1329.10351850503,1340.09341719558,1317.3225345992,1317.43736738465,1317.43736738465
Nasdaq BRIC Basic Materials NTR Index,I:NQBRIC55N,1.284,0.118,1101.25147368169,1109.50643215821,1092.35213052356,1092.45830059477,1092.45830059477
Nasdaq BRIC Basic Materials TR Index,I:NQBRIC55T,1.333,0.118,1142.9654515907,1151.5330971907,1133.7290128529,1133.83920450873,1133.83920450873
Nasdaq BRIC Energy Index,I:NQBRIC60,-0.419,-0.0419,991.67670308384,999.21186341944,990.21940012332,998.90656695143,998.90656695143
Nasdaq BRIC Energy Large Mid Cap Index,I:NQBRIC60LM,0.0626,0.00561,1108.92584396587,1117.42660808639,1107.17029668851,1116.48989402261,1116.48989402261
Nasdaq BRIC Energy Large Mid Cap NTR Index,I:NQBRIC60LMN,1.854,0.108,1700.1426140584,1713.17550657507,1697.45110790092,1709.98123939393,1709.98123939393
Nasdaq BRIC Energy Large Mid Cap TR Index,I:NQBRIC60LMT,1.51,0.0859,1747.72845343226,1761.12612777648,1744.96161384178,1758.23821191717,1758.23821191717
Nasdaq BRIC Energy NTR Index,I:NQBRIC60N,-0.704,-0.0448,1560.77302711711,1572.63241129971,1558.47941757071,1572.19670291542,1572.19670291542
Nasdaq BRIC Energy TR Index,I:NQBRIC60T,-0.764,-0.0471,1608.74789504445,1620.97181166065,1606.38378478262,1620.56053910478,1620.56053910478
NASDAQ BRIC Utilities Index,I:NQBRIC65,-2.91,-0.335,853.08689767639,867.69739576639,852.95082260898,867.59866614495,867.59866614495
Nasdaq BRIC Utilities Large Mid Cap Index,I:NQBRIC65LM,-2.75,-0.295,917.14656309205,934.30227555158,916.98911354671,933.77068204201,933.77068204201
NASDAQ BRIC Utilities Large Mid Cap NTR Index,I:NQBRIC65LMN,-3.95,-0.3,1291.82502716391,1315.98929883639,1291.60325534316,1315.31697001545,1315.31697001545
NASDAQ BRIC Utilities Large Mid Cap TR Index,I:NQBRIC65LMT,-3.75,-0.282,1307.87408601439,1332.33856383709,1307.64955899931,1331.41417191747,1331.41417191747
NASDAQ BRIC Utilities NTR Index,I:NQBRIC65N,-4.27,-0.335,1252.98660747708,1274.4545728391,1252.795135245,1274.30956097421,1274.30956097421
NASDAQ BRIC Utilities TR Index,I:NQBRIC65T,-3.67,-0.284,1270.02305289439,1291.77425952892,1269.8204727434,1290.97070280853,1290.97070280853
NASDAQ BRIC Large Mid Cap Index,I:NQBRICLM,-0.203,-0.0183,1106.25288459077,1111.77802326995,1105.42777634966,1111.4943485569,1111.4943485569
NASDAQ BRIC Large Mid Cap NTR Index,I:NQBRICLMN,-0.372,-0.0263,1408.24604792997,1415.27898848088,1407.19576891534,1415.03193912333,1415.03193912333
NASDAQ BRIC Large Mid Cap TR Index,I:NQBRICLMT,-0.289,-0.0201,1429.5109526543,1436.6499890646,1428.44482959065,1436.31091341702,1436.31091341702
NASDAQ BRIC NTR Index,I:NQBRICN,-0.322,-0.0237,1354.79368120349,1361.58720594648,1353.76521097256,1361.40934785999,1361.40934785999
NASDAQ BRIC TR Index,I:NQBRICT,-0.416,-0.0301,1377.36296120758,1384.26956277571,1376.31737230073,1384.1779854106,1384.1779854106
NASDAQ Brazil Large Cap Index,I:NQBRLC,4.088,0.674,609.0792940915,610.51460426802,606.33572157822,606.37532891297,606.37532891297
NASDAQ Brazil Large Cap NTR Index,I:NQBRLCN,4.699,0.477,987.40532137103,989.73216603619,982.95759490018,984.94921199221,984.94921199221
NASDAQ Brazil Large Cap TR Index,I:NQBRLCT,4.699,0.477,987.40532137103,989.73216603619,982.95759490018,984.94921199221,984.94921199221
NASDAQ Brazil Large Mid Cap Index,I:NQBRLM,5.8,0.673,865.6206091358,867.35783054935,861.28756848705,861.32931385451,861.32931385451
NASDAQ Brazil Large Mid Cap NTR Index,I:NQBRLMN,8.253,0.63,1315.72937726947,1318.36980036318,1309.14353823612,1309.76954369036,1309.76954369036
NASDAQ Brazil Large Mid Cap TR Index,I:NQBRLMT,7.493,0.572,1315.72937726947,1318.36980036318,1309.14353823612,1310.53020181823,1310.53020181823
NASDAQ Brazil Mid Cap Index,I:NQBRMC,6.329,0.564,1130.26093011981,1131.62009954209,1121.3066132071,1122.70134344084,1122.70134344084
NASDAQ Brazil Mid Cap NTR Index,I:NQBRMCN,8.796,0.564,1571.28064199697,1573.16958994996,1558.83610173185,1560.77447142794,1560.77447142794
NASDAQ Brazil Mid Cap TR Index,I:NQBRMCT,10.544,0.676,1571.28064199697,1573.16958994996,1558.83610173185,1559.02723826616,1559.02723826616
NASDAQ Brazil NTR Index,I:NQBRN,0.0,0.0,1048.89248371117,1051.62107869512,1044.1953277137,1051.62107869512,1051.62107869512
NASDAQ Brazil Small Cap Index,I:NQBRSC,0.0,0.0,524.56869798413,528.08424106002,522.19033820253,528.08424106002,528.08424106002
NASDAQ Brazil Small Cap NTR Index,I:NQBRSCN,0.0,0.0,728.06516867392,732.94449996524,724.76416935351,732.94449996524,732.94449996524
NASDAQ Brazil Small Cap TR Index,I:NQBRSCT,0.0,0.0,728.11217592324,732.99182224673,724.81096347506,732.99182224673,732.99182224673
NASDAQ Brazil TR Index,I:NQBRT,0.0,0.0,1048.89870800327,1051.62731917913,1044.20152413215,1051.62731917913,1051.62731917913
Nasdaq Bitcoin Reference Price,I:NQBTC,-162.0,-0.55,29244.05,29524.36,29117.27,29471.01,29471.01
NASDAQ Canada Index,I:NQCA,-3.07,-0.246,1235.56865319299,1247.50692095124,1235.56865319299,1246.25406342299,1246.25406342299
Nasdaq Canada Technology Index,I:NQCA10,-3.63,-0.122,2896.66539535588,2965.89896192302,2896.66539535588,2963.42467735121,2963.42467735121
Nasdaq Canada Technology Large Mid Cap Index,I:NQCA10LM,-3.43,-0.133,2526.01667104799,2584.94615440237,2526.01667104799,2583.02259851319,2583.02259851319
Nasdaq Canada Technology Large Mid Cap NTR Index,I:NQCA10LMN,-3.54,-0.133,2603.39193182611,2664.12650387778,2603.39193182611,2662.14402690536,2662.14402690536
Nasdaq Canada Technology Large Mid Cap TR Index,I:NQCA10LMT,1.183,0.0439,2637.85241794757,2699.39091923159,2637.85241794757,2692.61607838007,2692.61607838007
Nasdaq Canada Technology NTR Index,I:NQCA10N,-4.15,-0.135,3012.36209196157,3084.36093993085,3012.36209196157,3082.1560252156,3082.1560252156
Nasdaq Canada Technology TR Index,I:NQCA10T,-3.85,-0.123,3066.53102391921,3139.82457039341,3066.53102391921,3137.20518935836,3137.20518935836
Nasdaq Canada Telecommunications Index,I:NQCA15,0.384,0.0359,1071.26400844047,1077.82906095038,1069.59861140425,1069.86773726552,1069.86773726552
Nasdaq Canada Telecommunications NTR Index,I:NQCA15N,0.0,0.0,1556.56165023764,1566.10076374114,1554.14180495341,1555.09089092661,1555.09089092661
Nasdaq Canada Telecommunications TR Index,I:NQCA15T,-0.308,-0.0175,1762.4102667111,1773.21088714995,1759.67040724447,1761.05342953139,1761.05342953139
NASDAQ Canada Health Care Index,I:NQCA20,-0.394,-0.289,131.90455401516,136.33441544115,131.90455401516,136.31552450378,136.31552450378
NASDAQ Canada Health Care NTR Index,I:NQCA20N,-0.334,-0.235,137.82581884594,142.4525153944,137.82581884594,142.35529484254,142.35529484254
NASDAQ Canada Health Care TR Index,I:NQCA20T,-0.353,-0.244,139.83449579837,144.52793794416,139.83449579837,144.44357617181,144.44357617181
NASDAQ Canada Financials Index,I:NQCA30,2.337,0.158,1480.81150032811,1492.86063528255,1479.86805658052,1480.19249648741,1480.19249648741
Nasdaq Canada Financials Large Mid Cap Index,I:NQCA30LM,1.239,0.0924,1342.25673508967,1351.41426614604,1339.70509672551,1340.82366861961,1340.82366861961
NASDAQ Canada Financials Large Mid Cap NTR Index,I:NQCA30LMN,2.799,0.159,1767.48273430105,1779.5413648207,1764.12273867953,1764.42863762387,1764.42863762387
NASDAQ Canada Financials Large Mid Cap TR Index,I:NQCA30LMT,3.389,0.175,1937.51732109125,1950.73601061339,1933.83408866747,1933.84826431287,1933.84826431287
NASDAQ Canada Financials NTR Index,I:NQCA30N,0.384,0.019,2014.87422836834,2031.26880705148,2013.59053764603,2016.82692605984,2016.82692605984
NASDAQ Canada Financials TR Index,I:NQCA30T,2.224,0.0995,2235.58319914625,2253.77358445473,2234.15889728969,2235.95236115137,2235.95236115137
Nasdaq Canada Real Estate Index,I:NQCA35,0.0,0.0,1109.72551109214,1112.56604577482,1102.44133296419,1103.47737466977,1103.47737466977
Nasdaq Canada Real Estate Large Mid Cap Index,I:NQCA35LM,0.0,0.0,884.38370119926,887.16126058695,874.81652291345,875.21153186798,875.21153186798
Nasdaq Canada Real Estate Large Mid Cap NTR Index,I:NQCA35LMN,-0.438,-0.0487,909.03926749815,911.88962189062,899.22135009506,900.06462839481,900.06462839481
Nasdaq Canada Real Estate Large Mid Cap TR Index,I:NQCA35LMT,-0.273,-0.0301,916.78002200669,919.65309158615,906.88386316449,907.5659176385,907.5659176385
Nasdaq Canada Real Estate NTR Index,I:NQCA35N,1.012,0.0846,1203.45743570894,1206.53033760511,1195.57738238029,1195.68590737096,1195.68590737096
Nasdaq Canada Real Estate TR Index,I:NQCA35T,1.038,0.0846,1235.4968072206,1238.64894104881,1227.41357400829,1227.52489721543,1227.52489721543
Nasdaq Canada Consumer Discretionary Index,I:NQCA40,1.952,0.132,1480.79339688285,1490.06308950649,1478.98114783503,1480.00140575618,1480.00140575618
Nasdaq Canada Consumer Discretionary Large Mid Cap Index,I:NQCA40LM,1.076,0.0723,1489.80941391364,1499.5675722802,1487.43699624298,1487.96021957954,1487.96021957954
Nasdaq Canada Consumer Discretionary Large Mid Cap NTR Index,I:NQCA40LMN,0.503,0.0326,1545.95135587059,1556.07271537173,1543.49063621124,1544.64652877211,1544.64652877211
Nasdaq Canada Consumer Discretionary Large Mid Cap TR Index,I:NQCA40LMT,0.509,0.0326,1564.92358765024,1575.16763259116,1562.43304052813,1563.60294416994,1563.60294416994
Nasdaq Canada Consumer Discretionary NTR Index,I:NQCA40N,2.498,0.163,1531.95258753289,1541.53846704314,1530.07852312533,1530.653970224,1530.653970224
Nasdaq Canada Consumer Discretionary TR Index,I:NQCA40T,2.887,0.187,1549.22991843952,1558.92253709827,1547.33498625046,1547.55564889632,1547.55564889632
Nasdaq Canada Consumer Staples Index,I:NQCA45,0.0,0.0,1222.57024458881,1229.69733931085,1217.50973185471,1218.07144630034,1218.07144630034
Nasdaq Canada Consumer Staples Large Mid Cap Index,I:NQCA45LM,0.0,0.0,1298.12234490161,1305.71378227407,1290.76509867426,1291.61973597891,1291.61973597891
Nasdaq Canada Consumer Staples Large Mid Cap NTR Index,I:NQCA45LMN,-0.167,-0.0125,1345.2828373664,1353.15006994908,1337.6583040404,1338.71078545562,1338.71078545562
Nasdaq Canada Consumer Staples Large Mid Cap TR Index,I:NQCA45LMT,0.0,0.0,1361.03069653284,1368.99002281306,1353.31691054286,1354.21296445535,1354.21296445535
Nasdaq Canada Consumer Staples NTR Index,I:NQCA45N,0.0,0.0,1269.41795695077,1276.81815506706,1264.16353025056,1264.74676905186,1264.74676905186
Nasdaq Canada Consumer Staples TR Index,I:NQCA45T,0.0,0.0,1285.02031348196,1292.51146708599,1279.70130486979,1280.29171223182,1280.29171223182
Nasdaq Canada Industrials Index,I:NQCA50,-5.53,-0.16,3409.838905777,3473.91510574418,3409.838905777,3452.1219411778,3452.1219411778
Nasdaq Canada Industrials Large Mid Cap Index,I:NQCA50LM,-28.6,-0.948,2956.02356693696,3016.7787624295,2956.02356693696,3015.87772188392,3015.87772188392
Nasdaq Canada Industrials Large Mid Cap NTR Index,I:NQCA50LMN,-8.2,-0.25,3240.41105833895,3307.0112740908,3240.41105833895,3282.87097070373,3282.87097070373
Nasdaq Canada Industrials Large Mid Cap TR Index,I:NQCA50LMT,-9.6,-0.284,3341.11783634269,3409.78787997192,3341.11783634269,3386.04977029427,3386.04977029427
Nasdaq Canada Industrials NTR Index,I:NQCA50N,-5.48,-0.141,3846.11951795529,3918.39274464939,3846.11951795529,3893.05144304432,3893.05144304432
Nasdaq Canada Industrials TR Index,I:NQCA50T,-11.2,-0.276,4006.89177958925,4082.18563618569,4006.89177958925,4061.25770503917,4061.25770503917
Nasdaq Canada Basic Materials Index,I:NQCA55,-1.08,-0.149,714.37821336741,725.37379065274,714.37821336741,724.47430137464,724.47430137464
Nasdaq Canada Basic Materials Large Mid Cap Index,I:NQCA55LM,-2.59,-0.275,927.34543947291,941.4585733595,927.34543947291,940.94319482273,940.94319482273
Nasdaq Canada Basic Materials Large Mid Cap NTR Index,I:NQCA55LMN,-2.18,-0.204,1055.62211099702,1071.68746868574,1055.62211099702,1070.32912119549,1070.32912119549
Nasdaq Canada Basic Materials Large Mid Cap TR Index,I:NQCA55LMT,-1.91,-0.171,1103.1902164565,1119.97950614781,1103.1902164565,1118.1998331119,1118.1998331119
Nasdaq Canada Basic Materials NTR Index,I:NQCA55N,-1.89,-0.229,813.26157239402,825.77898647972,813.26157239402,825.4253791471,825.4253791471
Nasdaq Canada Basic Materials TR Index,I:NQCA55T,-1.71,-0.198,850.35386684315,863.44213655905,850.35386684315,862.80016091283,862.80016091283
Nasdaq Canada Energy Index,I:NQCA60,0.325,0.0474,679.26004013166,685.4699182331,671.39389394265,685.11791477818,685.11791477818
Nasdaq Canada Energy Large Mid Cap Index,I:NQCA60LM,-0.0613,-0.00873,698.08221165537,703.0556590035,688.80761052985,702.3814964251,702.3814964251
Nasdaq Canada Energy Large Mid Cap NTR Index,I:NQCA60LMN,-0.246,-0.0259,944.94602599955,951.67786578963,932.39233345517,950.92874340704,950.92874340704
Nasdaq Canada Energy Large Mid Cap TR Index,I:NQCA60LMT,-0.628,-0.0595,1048.55671599359,1056.02654454503,1034.62680471852,1055.54954213744,1055.54954213744
Nasdaq Canada Energy NTR Index,I:NQCA60N,0.407,0.0434,929.40085633426,937.89648991249,918.63930923091,937.45266205435,937.45266205435
Nasdaq Canada Energy TR Index,I:NQCA60T,0.497,0.0475,1037.23197138885,1046.71289176962,1025.22234664207,1046.17547111895,1046.17547111895
NASDAQ Canada Utilities Index,I:NQCA65,0.0703,0.00567,1242.76032183197,1250.61658434485,1240.40501245795,1240.84643013936,1240.84643013936
Nasdaq Canada Utilities Large Mid Cap Index,I:NQCA65LM,-0.236,-0.0181,1303.27869201417,1312.28962343673,1300.72587730608,1301.46581714361,1301.46581714361
NASDAQ Canada Utilities Large Mid Cap NTR Index,I:NQCA65LMN,0.00811,0.000476,1707.19739218334,1718.99946180787,1703.85384249791,1704.50622301668,1704.50622301668
NASDAQ Canada Utilities Large Mid Cap TR Index,I:NQCA65LMT,-0.0783,-0.0042,1867.24915812648,1880.15711153178,1863.59230937699,1864.3930297459,1864.3930297459
NASDAQ Canada Utilities NTR Index,I:NQCA65N,-0.531,-0.0311,1709.42752875733,1720.23262039719,1706.18815970815,1707.42273288384,1707.42273288384
NASDAQ Canada Utilities TR Index,I:NQCA65T,0.266,0.014,1900.17162006833,1912.18191412687,1896.57093104675,1897.08724262957,1897.08724262957
NASDAQ Select Canadian Dividend Index,I:NQCADIV,45.431,0.0871,52367.31581110967,52540.8257342105,52158.4167892625,52188.82333549689,52188.82333549689
NASDAQ Select Canadian Dividend Index TR,I:NQCADIVT,206.68,0.138,149964.66632426414,150461.37780249328,149366.64553047917,149377.06704676675,149377.06704676675
NASDAQ Canada Large Cap Index,I:NQCALC,-6.19,-0.481,1275.31717194155,1287.81538575744,1275.31717194155,1287.58938340502,1287.58938340502
NASDAQ Canada Large Cap NTR Index,I:NQCALCN,-8.11,-0.487,1649.26033589385,1665.42322365979,1649.26033589385,1665.24117655301,1665.24117655301
NASDAQ Canada Large Cap TR Index,I:NQCALCT,-7.36,-0.406,1798.26172995515,1815.88484371257,1798.26172995515,1814.19546710305,1814.19546710305
NASDAQ Canada Large Mid Cap Index,I:NQCALM,-4.64,-0.38,1209.89378703337,1220.44883539484,1209.89378703337,1219.86041698739,1219.86041698739
NASDAQ Canada Large Mid Cap NTR Index,I:NQCALMN,-6.15,-0.405,1505.77358422787,1518.66152821869,1505.77358422787,1518.30980988021,1518.30980988021
NASDAQ Canada Large Mid Cap TR Index,I:NQCALMT,-6.33,-0.387,1620.86739022927,1635.00665783211,1620.86739022927,1634.33638286151,1634.33638286151
NASDAQ Canada Mid Cap Index,I:NQCAMC,-1.7,-0.146,1156.61738634309,1166.47303805589,1156.61738634309,1166.31437409466,1166.31437409466
NASDAQ Canada Mid Cap NTR Index,I:NQCAMCN,-0.767,-0.0542,1403.97078521181,1415.9304703572,1403.97078521181,1414.44431568595,1414.44431568595
NASDAQ Canada Mid Cap TR Index,I:NQCAMCT,-0.654,-0.0433,1500.12773309835,1512.9052149546,1500.12773309835,1511.15186290405,1511.15186290405
NASDAQ Canada NTR Index,I:NQCAN,-4.03,-0.255,1566.61455275293,1581.7495362478,1566.61455275293,1580.29215706554,1580.29215706554
NASDAQ Select Canadian Preferred Share Index,I:NQCAPFD,0.0,0.0,7743.11534590262,7780.48440940786,7742.02861365277,7780.48440940786,7780.48440940786
NASDAQ Select Canadian Preferred Share Index TR,I:NQCAPFDT,0.0,0.0,35682.76651619306,35854.88253816509,35677.76119857875,35854.88253816509,35854.88253816509
The Growth Strength Index,I:NQCAPSG,0.0668,0.00517,1288.56539945228,1293.33644293887,1283.79777393052,1292.06296600067,1292.06296600067
The Growth Strength Net Total Return Index,I:NQCAPSGN,-1.09,-0.0836,1299.47376149618,1304.28519429456,1294.66577559745,1304.15491113361,1304.15491113361
The Growth Strength Total Return Index,I:NQCAPSGT,-0.499,-0.0381,1304.30938621138,1309.13872339848,1299.48350875059,1308.41606386423,1308.41606386423
The Capital Strength Index,I:NQCAPST,7.655,0.275,2793.95119005379,2797.4803588145,2782.73559981218,2783.80657114865,2783.80657114865
The International Developed Capital Strength Index,I:NQCAPSTDMXUS,-0.878,-0.0559,1560.67596349744,1571.76905273272,1558.29174852345,1569.99402618888,1569.99402618888
The International Developed Capital Strength NTR,I:NQCAPSTDMXUSN,-0.928,-0.0559,1649.76030508413,1661.48659465938,1647.23999765653,1659.61024851132,1659.61024851132
The International Developed Capital Strength TR,I:NQCAPSTDMXUST,-0.945,-0.056,1678.83621787287,1690.76917539375,1676.27149172654,1688.85975991022,1688.85975991022
The Capital Strength Net Total Return Index,I:NQCAPSTN,8.84,0.275,3226.69288697757,3230.71856332497,3213.69218712854,3214.93049575782,3214.93049575782
NQCAPSTNF,I:NQCAPSTNF,7.74,0.299,2586.8,2597.5,2584.19,2584.53,2584.53
The Capital Strength Total Return Index,I:NQCAPSTT,10.321,0.302,3433.36188033275,3437.69871826156,3419.57954220957,3419.98102133165,3419.98102133165
NASDAQ Canada Small Cap Index,I:NQCASC,-0.172,-0.0157,1084.70156597257,1098.11906119321,1084.70156597257,1097.87511524534,1097.87511524534
NASDAQ Canada Small Cap NTR Index,I:NQCASCN,-0.209,-0.0157,1318.49193941399,1334.79224783815,1318.49193941399,1334.49588893331,1334.49588893331
NASDAQ Canada Small Cap TR Index,I:NQCASCT,-0.224,-0.0156,1418.02044023842,1435.5479378941,1418.02044023842,1435.22926723619,1435.22926723619
NASDAQ US T-Bill Index,I:NQCASH,0.0,0.0,110.7398,110.7398,110.7398,110.7398,110.7398
NASDAQ US T-Bill V2 Index,I:NQCASH2,0.0,0.0,110.6843,110.6843,110.6843,110.6843,110.6843
NASDAQ Canada TR Index,I:NQCAT,-5.1,-0.297,1698.78138791012,1715.19254029073,1698.78138791012,1714.3450324235,1714.3450324235
