,Date,Aquila Investment Management ,Alger Funds,Sentinel Asset Management,EquiTrust Life Insurance Company,Timothy Plan,Natixis Asset Management,Advanced Asset Management,Madison Mosaic,Direxion Funds,Semper Capital Management,"Scout Investments, Inc.",Selected Funds,Saratoga Capital  Management,Value Line,TCW Investment Management,Bishop Street Capital,Old Mutual Capital,JNF Advisors Inc,RMB Asset Management,Pyxis Funds,Ambassador Funds,Madison Investment,Nicholas Funds,Trust for Credit Unions,Russell,TCG Financial Services,Weitz Investment Management,US Global Investors,Milestone,Eaton Vance,OneAmerica Funds,Shelton Capital Management,Forward Funds,Alpine,Pacific Capital Investments,Performance Funds,Ohio National Investments,Sun Life Financial,First Investors Management,Macquarie,Harbor,Securian Financial,RS Funds,Penn Mutual Life,Sterling Capital,Mutual of America,ProFunds,Homestead,Davis Funds,Hancock Horizon,Pacific Life,Calvert,RBB Fund,State Farm,Williams Capital Management,CLS AdvisorOne,Miles Capital,Meeder Funds,Pioneer Investments,Victory Capital Management,Touchstone,GE Asset Management,Paydenfunds,Northwestern Mutual,Valic,William Blair,Huntington,SunAmerica,Virtus,Mass Mutual,Hartford Mutual Funds,Lord Abbett,Allianz,Glenmede,Fifth Third,Guggenheim Investments,Lincoln National,Highmark,Great-West Funds,Plan Investment Fund,American Beacon,PIMCO,Janus,AXA Equitable,Bank of New York Mellon,GuideStone Funds,MainStay Funds,Ivy Funds,Transamerica,Voya,Thrivent Financial,Gabelli Funds,Brown Brothers Harriman,Principal Funds,Putnam,Mount Vernon,Nationwide,Cavanal Hill,Reich & Tang,Public Financial Management,John Hancock,BMO Funds,TD Asset Management,Jackson National,CNI Charter,American Century,PNC Investments,MFS Investment,Oppenheimer,USAA,Wilmington Funds,AllianceBernstein,TIAA-CREF,SEI Investments,Columbia,Royal Bank of Canada,Dimensional,Franklin Templeton,Bank of America,HSBC,Prudential,DWS Investments,T. Rowe Price,UBS,First American,American Funds,Invesco,Legg Mason,Northern Trust Funds,State Street,Allspring Funds,Morgan Stanley,Schwab,Dreyfus,Goldman Sachs,Federated,Blackrock,JP Morgan,Vanguard,Fidelity
70,11-30-2016,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12367000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19110103.22,0.0,0.0,0.0,301212944.47,106524629.05,0.0,0.0,0.0,0.0,74967431.8,0.0,0.0,0.0,0.0,0.0,0.0,142498694.2,0.0,150000553.8,85139505.49,0.0,125910711.98,0.0,85093276.0,212632387.55,198247790.41,240400211.75,0.0,0.0,0.0,0.0,434660731.85,0.0,448337177.08,134324216.47,214842002.43,353566187.91,0.0,0.0,112746476.43,533919494.4,497472808.49,484475611.33,0.0,0.0,116449329.75,0.0,513833642.94,0.0,693783744.47,690007287.5,0.0,0.0,686266923.15,719891193.84,0.0,1515054119.96,467774213.89,1201295835.97,899094842.0,1129965150.57,1353007163.69,1345039147.63,1327771905.15,1125250245.14,2318301599.2,1858019701.76,1705013805.15,1337333349.71,1873313824.97,2854587372.2,783628566.23,1139670227.42,0.0,2523865008.33,3313627131.6,0.0,4892417186.25,2893393316.04,5015601262.85,5583431749.47,4545175882.16,5885511757.61,6026506086.55,11371699343.17,6539792120.82,11289961577.94,9673082876.3,8137532213.05,6794304283.93,12068228106.15,10577932644.83,13074980572.62,11475857254.62,25422977278.21,18868655628.48,0.0,10847102145.1,16454864399.96,20326440447.58,36327364573.61,41388625309.89,47300336208.63,19087602395.76,57870883193.29,77966800684.52,95587016754.43,96676946354.65,106604901826.45,136333413638.51,162772077578.64,145710710611.55,196975173412.56,195609614194.49,258546510090.61,257963591193.54,265503186837.17,539277140488.6
69,10-31-2016,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12575000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18908856.49,0.0,0.0,0.0,301100796.41,106903868.95,0.0,0.0,0.0,0.0,73970083.0,0.0,0.0,0.0,0.0,0.0,0.0,135473742.67,0.0,156206124.08,77950544.97,0.0,122924943.14,0.0,85679554.0,213159646.24,198656845.07,232935951.13,0.0,0.0,0.0,0.0,411862233.85,0.0,511701405.95,131824216.47,164684594.82,313245717.53,0.0,0.0,107630094.16,549195165.54,482387134.91,497069708.84,0.0,0.0,117036277.4,0.0,505351465.58,0.0,645602653.2,691306509.2,0.0,0.0,566262885.52,720256740.16,0.0,1439951252.76,439517947.56,1096583994.85,771446469.2,1120793914.25,1285670465.29,1357093990.0,1378416010.92,1039568324.84,2174312806.27,1829251768.17,1688142202.79,1272937035.96,1896884279.53,2401721112.5,746996221.81,1128116623.39,0.0,2508476745.69,3271380790.58,0.0,4147960466.92,2841321571.92,4747322830.13,5287530280.25,4751724096.17,5722932519.16,5707807203.9,11225167149.73,5836660589.35,10774282667.03,9637584322.32,7891838483.7,7426688904.98,11905353311.47,10100280809.19,13870281246.55,11095836342.7,21534742242.81,20658643489.95,0.0,11272809972.34,15530569876.1,18725611309.93,35371497445.84,40097714708.42,45847262936.58,18012680357.34,58862219262.46,78926122624.03,93926867319.14,96831719902.03,106081949493.29,123993733984.13,158642521208.45,141384725389.89,177665991797.93,192672761169.95,253605903177.28,248977239348.57,251633983775.75,531777315701.42
68,09-30-2016,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13345000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18672486.66,79541004.69,0.0,0.0,301023863.75,101259144.27,0.0,0.0,0.0,0.0,73669674.32,0.0,0.0,0.0,0.0,0.0,0.0,133111417.59,0.0,120624080.45,76845639.61,0.0,126929304.51,0.0,86338256.0,216742992.55,198331367.7,234676832.08,161551569.71,0.0,0.0,0.0,404599720.05,0.0,481443042.33,88526829.15,172304296.93,280407822.24,0.0,0.0,107520389.63,511181022.83,474432143.66,489363313.88,0.0,0.0,682269254.05,0.0,503219015.01,0.0,621520452.96,694245206.06,0.0,0.0,580230676.72,727076402.42,0.0,1415354248.9,424276853.13,1275953379.0,1051892308.8,1215093942.39,1333657446.16,1397940975.0,1169291146.85,1038483006.95,2165504630.81,1830525275.92,1600751469.06,1326455303.87,1737991732.56,1898854214.2,774834840.67,1164046450.1,2474109242.11,2535489848.85,3456868960.62,0.0,4100870600.71,2824180977.62,4394802613.01,5759735791.14,4576532746.56,5738683730.13,5385856663.87,11776688125.27,5689864831.5,10087942819.33,9632823520.18,8667811420.57,7465371826.38,11980865591.24,9888942958.04,14331035169.49,9583045507.56,23085458942.02,18926394243.62,0.0,10206401042.72,15885345417.4,19483649106.02,35046060864.11,39428610100.62,44293476990.85,17875864730.01,56266700039.89,85085831960.08,93280891654.82,99590331255.6,106045633977.56,125828546224.09,158151661277.46,150348214153.58,180101950089.64,198049110247.13,242688066867.73,235667455489.87,252737844213.87,521628371502.8
67,08-31-2016,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13527000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19135619.2,81040657.68,0.0,0.0,302142581.1,103380600.53,0.0,0.0,0.0,0.0,72874034.51,0.0,0.0,0.0,0.0,0.0,0.0,135487598.77,0.0,152096254.85,80233624.97,0.0,123703747.77,0.0,89720533.0,152217057.7,194387892.45,214625789.83,271849456.65,0.0,0.0,0.0,409748810.0,0.0,509293721.53,349909959.69,203242463.22,336789297.52,0.0,0.0,115080449.27,447809240.7,482375653.06,499314597.52,0.0,0.0,751916769.95,0.0,483281886.38,0.0,688003705.15,711114248.64,0.0,0.0,555276005.28,743847002.87,0.0,1224098400.34,394223391.23,1046578830.56,963721370.0,1280823313.56,1312098240.96,1422027721.24,1202678695.91,1048662919.44,2181686709.03,1793105193.94,1609193054.41,1281320427.97,1806198084.15,1894462495.0,963149725.37,1249087232.96,3672814660.55,2566062775.96,3527275438.77,0.0,4658635903.02,2798820138.62,4696395075.6,6446048596.85,4687544238.15,5730984457.02,5582634777.44,11810275727.87,5649893009.06,10498077121.46,9528890768.2,8259252948.57,7881630740.86,12108150415.91,10465746271.24,14084772093.71,9738617052.25,20415981253.16,20452174661.83,0.0,11994005632.35,13869358145.74,21465098854.04,35759222947.26,40650235382.74,43417756167.95,18071069318.14,61018568488.14,92429531971.79,94152621334.9,123297885938.52,116468511258.23,133899786410.06,158728306591.01,155991203677.27,189110806505.19,207035003669.32,253945533060.36,254906135696.15,244145942861.94,534322034988.22
66,07-31-2016,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13122000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20132375.73,87154323.21,0.0,0.0,302033301.85,103480710.62,0.0,0.0,0.0,0.0,72077190.06,0.0,0.0,0.0,0.0,0.0,0.0,134412247.2,0.0,150918443.99,82346567.79,0.0,122268490.51,0.0,89904856.0,187007847.02,189567794.42,210238368.15,277293081.55,0.0,0.0,0.0,416354743.37,0.0,461747810.4,354584838.68,187901180.68,313690660.99,0.0,0.0,101260728.29,504733714.48,458327752.24,498326806.64,0.0,0.0,695518680.09,0.0,505537640.52,0.0,689551786.78,680863127.67,0.0,0.0,760361172.52,699645248.51,0.0,1170456521.08,367787734.76,1134642395.77,979689136.0,1295110666.07,1276238540.74,1143115301.01,1327462768.79,1047197590.34,2146831763.26,1783279934.74,1157163758.64,1391974479.65,1554593709.49,1824493735.0,994960341.84,2600587995.82,5681993914.96,2528151326.83,3460918165.25,0.0,5014197655.39,2815644281.0,4826980027.15,7380263995.4,4581045409.06,5998229101.82,5595482815.67,12014658919.09,5355502676.01,10764132830.83,9486429918.21,7825099237.22,8155207538.87,12183622482.72,10279112644.7,13952573072.83,10405415347.39,20598444809.29,20582424247.83,0.0,13244832288.22,11629701575.42,23799524901.9,39177721740.25,42200363148.75,41915672035.52,17637641028.47,58965771706.74,115679094670.39,97194474427.35,126135199998.49,111651975165.59,123088608878.64,159932637724.63,152013521513.87,180383218756.17,204762829109.4,247516714074.46,239932248045.74,239432147113.62,517746907784.22
65,06-30-2016,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13366000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19224225.59,90349562.66,0.0,0.0,304441916.39,100324161.6,0.0,0.0,0.0,0.0,72277167.58,0.0,0.0,0.0,0.0,0.0,0.0,129760786.22,0.0,132734107.22,81179306.18,0.0,115148470.52,0.0,90631328.0,224560132.45,186798043.85,204753694.37,290612764.8,0.0,0.0,0.0,411855792.48,0.0,401558021.53,365960843.63,220546437.98,291150226.22,0.0,0.0,107193848.57,390468335.5,456538758.99,521944460.77,0.0,0.0,739766237.51,0.0,511850750.75,0.0,744471662.79,688864160.15,0.0,0.0,1209695008.72,722967662.78,0.0,1080148700.79,338880685.67,1116999088.54,1044255116.4,1280777482.72,1312381969.09,1195879602.85,1228198248.34,1044535744.05,2155582844.87,1816100161.64,1360473316.46,1380045936.54,1517811103.24,1662079711.0,996555757.09,2778211028.0,5979941592.82,2572585247.91,3509797323.5,0.0,4956375479.84,2804087036.17,4779102811.33,7486497168.37,4088355150.68,5985956700.62,5842082640.1,11481407850.71,5468286801.88,10833314163.53,9452765903.56,8296083675.28,9472889476.78,12205546867.23,11493557462.16,13439550406.56,9097789572.74,21241081806.0,23254067397.36,0.0,12936521529.14,2540194710.25,23819090667.79,39228811051.85,43126026466.06,41750180527.79,17523348639.71,55672893855.33,113320546487.12,93672788450.0,125808242050.6,106889865840.49,125490543064.22,159929234624.25,155844961797.24,189811866669.48,207918627108.42,241266493976.62,237630065891.67,235819799323.25,525648975448.36
64,05-31-2016,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14185000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19371375.08,87741732.78,0.0,0.0,280344008.28,104850192.42,0.0,0.0,0.0,0.0,70972534.32,0.0,0.0,0.0,0.0,0.0,0.0,128499145.22,0.0,155014394.93,73061950.14,0.0,118695751.6,0.0,94321733.0,216574724.57,184096118.15,192785074.59,291221843.34,0.0,0.0,0.0,402592837.92,0.0,389188961.8,415705144.04,179372423.61,315736402.69,0.0,0.0,115965963.6,350491095.6,458539921.14,512248269.79,0.0,0.0,722723966.0,0.0,474844515.11,0.0,671255341.79,694782139.73,961941091.62,0.0,833318298.94,702684797.53,0.0,960445540.37,333321238.63,1232796264.4,970671424.8,1278179115.62,1236467440.0,1122534423.45,1286502027.23,1008819472.32,2199700868.69,1826731715.54,1531726458.42,1427837957.68,1588538948.07,1764319805.0,1006600245.14,3006480529.66,7034267078.74,2494228747.94,3508259272.01,0.0,5531765860.97,2799015857.35,5079803383.29,7541266534.28,4179662474.98,5724931439.15,5907383771.65,7385593247.2,5184043021.41,11731025964.29,8965128468.03,8413041112.28,10331354100.34,12335158275.27,12066094765.12,12570650106.66,10018636419.23,22650073377.18,24167581471.08,0.0,15025592633.21,2411462636.24,23993789035.32,41178304530.13,43155391468.87,41693084901.71,18077755836.19,62149678109.14,100371029666.32,96845221946.41,133982319137.6,108654417150.41,123299897717.01,161191690373.43,149045312515.76,195268530316.68,202566490376.01,255805166230.32,253007444816.26,247390447746.5,534148700778.65
63,04-30-2016,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14418000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19380585.83,88039000.91,0.0,0.0,278247560.23,103490772.74,0.0,0.0,0.0,0.0,71873039.34,0.0,0.0,0.0,0.0,0.0,0.0,131096045.96,0.0,149808949.46,70279675.22,0.0,120246129.21,0.0,94902321.0,189145497.38,187685887.82,183734487.88,282600862.75,0.0,0.0,0.0,398114236.56,0.0,342798488.9,519257130.94,190479615.71,289555124.24,0.0,0.0,117375888.94,297065514.4,466806839.43,514274444.27,0.0,0.0,1039685459.67,0.0,542818115.59,0.0,670468678.41,708262124.53,1682114918.74,0.0,752254154.67,702618603.34,0.0,1008335458.68,338507147.76,1167805334.0,952767966.9,1309481285.2,1223751971.2,1085816472.56,1377445139.31,1016352089.0,2195227789.9,1863867090.94,1266661597.84,1291702093.81,1478807714.87,1714697745.0,1023033649.05,3196176397.61,6571626272.7,2496160919.16,3441294039.93,0.0,4933116996.64,2842442444.03,4864365877.3,7617960827.26,4829985183.68,5688897427.2,5611360657.02,6718927049.22,5485624755.3,11574996377.63,8986904101.45,8793508749.98,10093702946.97,12345713358.14,12657293951.37,14164077451.59,10809395843.6,21813669369.54,23762798283.72,0.0,13415025088.17,2392578235.5,27550830422.83,40359599139.39,41478261807.08,41179853708.76,17901979620.95,58418458355.86,98376289241.21,90942882831.53,136213478610.28,108405681070.06,128324186410.34,161705419485.07,146485822114.99,193821826788.13,207433656407.15,264264009463.38,243961999894.98,241486079318.45,519557865401.24
62,03-31-2016,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14838000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19075743.55,89105377.57,0.0,0.0,254177895.6,106721915.58,0.0,0.0,0.0,0.0,72065094.1,0.0,0.0,0.0,0.0,0.0,0.0,126809100.65,0.0,123385505.8,82107268.56,0.0,124117294.97,0.0,95251901.0,230092713.02,193226418.6,215046169.0,287706693.28,0.0,0.0,0.0,393455793.03,0.0,385486634.78,478108476.41,249608714.96,257923241.37,0.0,0.0,125023215.94,324446208.62,461686743.11,515589510.91,0.0,0.0,1093600688.6,0.0,525560060.93,0.0,693455553.84,754075634.98,1743557014.74,0.0,878897623.0,581919727.39,0.0,949558036.52,462027899.0,1242700150.49,831079321.75,1326205199.0,1287832452.26,1137987614.21,1381473443.62,1051109781.86,2245472997.53,1816542721.01,1587168628.76,4786164392.0,1474191479.83,2189199617.76,1309759501.72,3141867667.3,6067881369.16,2571279982.53,3325307651.74,0.0,4939065018.32,2911478310.79,4904154926.02,7524666619.78,4328185138.04,5954555936.91,5936842889.8,6280763142.89,5115296847.98,12212873924.71,9023368978.93,8639046797.15,10112107300.59,12366580671.54,13635494104.52,13129797177.2,11428855502.44,25083496336.67,25128844060.4,43550367786.19,13916808613.74,2415532696.58,27278800177.75,40710069351.05,41271069335.22,40509195841.88,18091246360.3,57242926426.8,105480003182.52,96599398447.89,132650569137.26,110538993898.57,127807036210.6,165985722905.09,151989080829.06,196268139186.47,215757968281.97,224682609424.98,242764191972.67,232008107914.77,530992753543.9
61,02-29-2016,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15049000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18813758.33,90894709.71,0.0,0.0,212219650.16,108904539.25,0.0,0.0,0.0,0.0,72774783.86,0.0,0.0,0.0,0.0,0.0,0.0,129201491.5,0.0,112513910.01,79382617.98,0.0,122991237.3,0.0,93460172.0,254311369.15,197899572.08,208207524.0,284560788.47,0.0,0.0,0.0,394348000.61,0.0,486267862.71,446860197.78,214517711.63,327843619.03,0.0,0.0,127638576.06,338008056.27,455819024.72,539879124.25,0.0,0.0,1213971369.64,0.0,522364760.26,0.0,710062646.98,802028625.42,1741479989.26,0.0,984919068.7,756823394.97,0.0,938841355.21,411309274.0,463083929.61,1087084117.0,1343792866.0,1221879476.1,1275206276.16,1234652456.12,1096645273.36,2249585761.42,1842683728.85,1833620935.05,5083807401.0,1532570814.97,1909422337.57,1320677653.77,3222310864.6,5582630941.13,2832199133.99,3228378419.6,0.0,5412851281.5,2953297526.86,5060714372.67,7761718436.43,4153626344.16,5904874240.19,5819961728.26,5947887682.48,5495058751.39,13221378802.46,8972275078.21,8731122605.9,9089013729.27,12387714371.38,14259253815.18,12947679624.75,15069994315.3,22513720210.0,24242961443.7,50990899522.73,15698668095.66,45146526402.97,29668109032.58,36894134200.31,42064276643.19,39452689440.42,18307462624.98,56582701243.08,112892763826.04,97922089121.96,132210570332.7,113192893733.87,130818690570.15,168455735353.39,155237734338.26,196538811530.5,216069217307.12,225924981392.78,248143439945.34,231777303335.99,525468047203.39
60,01-31-2016,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15294000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37455278.25,86152957.17,0.0,0.0,174072606.88,105237949.19,0.0,0.0,0.0,0.0,71174010.47,0.0,0.0,0.0,0.0,154992386.39,0.0,126458594.03,0.0,144484311.95,80243513.18,0.0,123073162.39,0.0,93113354.0,254099144.27,191760258.7,211292692.0,310459341.3,0.0,0.0,0.0,391162200.44,0.0,439361573.44,468226937.62,193650515.13,339213753.74,0.0,0.0,126692007.44,310990149.82,452344872.57,521410030.67,0.0,0.0,1196698993.9,0.0,548013314.83,0.0,763253968.95,758769717.72,1730887584.6,0.0,1210883053.01,754102696.31,0.0,918649447.28,422182138.0,406890688.67,1047524007.72,1350499727.0,1213131934.52,1269827536.6,1259958392.56,1099759552.17,2215661011.07,1849203380.96,1836998928.45,4477654784.0,1531242027.49,1851552280.25,1337190107.88,3162328926.54,4333901811.91,2813802432.98,3550397647.46,0.0,5474230975.74,2924488379.69,4768460721.63,7794669373.98,3645076816.1,5796331274.98,5684579092.63,5904421679.2,5001336904.27,13197213105.23,8734143030.36,8427415414.87,9220156403.76,12390816060.39,14226919830.26,12664413042.34,15080967492.21,16056175002.01,20130642172.62,51933130800.92,15464451904.51,44602296967.02,30960293275.64,33360492722.36,41871426916.96,40466818860.75,18082864879.55,55064556961.23,105554033514.42,95674673676.79,125312440015.03,117756326983.54,131426598380.18,165455763533.13,162075343522.93,163845751288.2,214247540399.18,227312417286.25,240147830182.61,226135402645.71,511787417514.83
59,12-31-2015,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15112000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35568115.7,85179750.28,0.0,0.0,153065312.84,99146000.62,0.0,0.0,0.0,40203.57,75172652.28,0.0,0.0,0.0,0.0,157491578.6,0.0,122243705.13,119429012.18,123198884.94,88921744.51,0.0,133297733.11,0.0,94570530.0,229312489.51,191293799.04,199471111.0,306777167.95,0.0,0.0,0.0,371184085.27,0.0,416433628.36,480895614.74,224613599.92,308771657.5,0.0,0.0,130929208.45,313078159.75,427535838.3,516625220.27,0.0,0.0,1111943158.76,0.0,521201528.84,0.0,828379055.74,687639719.5,1774809607.71,0.0,1136727770.41,643326451.06,0.0,909961309.46,296954151.0,407114176.75,1698365440.55,1315457052.0,1204181227.97,1345409951.65,1287559857.0,1058807356.2,2204902557.42,1782718494.14,1842123719.0,3305435773.0,1513500202.18,1949118288.29,1311255109.63,2890695943.31,4211492327.45,2624748352.18,3548558086.31,0.0,5506276015.31,2848824594.69,5017553999.28,7546982710.83,3763134476.91,5577841121.59,6074338062.68,5796265578.83,5471399060.89,10882839175.71,8538209399.41,9280808381.31,8461889659.56,12271035528.92,14204063907.46,12539478296.06,15999483030.94,19079934143.2,22328825376.85,50768851775.96,14761486837.36,41005951804.82,30750547910.31,37963818116.9,39837226135.18,39883909093.36,17535354202.16,52666208971.63,107089898972.79,90582973623.31,126891319383.3,122020295529.52,129286697826.77,162752464688.81,159393598148.13,167103509723.16,210907575748.23,228759262863.63,254412323154.12,228051926119.1,515809983291.86
58,11-30-2015,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15014000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36454443.46,73261002.27,0.0,0.0,140598276.68,108910871.83,0.0,0.0,0.0,115271060.2,74092108.95,0.0,0.0,0.0,0.0,173994556.39,0.0,123209421.34,157219680.13,131520181.38,80458281.41,0.0,119780519.56,0.0,95857253.0,232786081.35,192746726.73,181823102.0,281100140.53,0.0,0.0,0.0,383822725.33,0.0,353077994.19,492722942.57,220896502.75,313392983.93,0.0,0.0,126385375.69,353716321.08,451408427.11,520053646.59,0.0,510009759.45,1069865729.82,0.0,522415322.28,0.0,755493271.23,689067053.34,1561564870.0,0.0,933883800.03,682318837.81,0.0,826808570.09,311901918.0,402633537.88,1088919000.0,1307250522.0,1171505108.88,1183620174.32,1261839558.0,1031722370.84,2114403237.69,1738243673.68,1759922564.82,3447066442.0,1588405014.25,1952318517.78,1280043816.35,3035807213.42,6171088366.7,2602835850.61,3432652674.27,0.0,5575140034.86,2867926164.45,5144061420.76,7445399573.56,3815868026.38,6229478514.75,6245479935.3,5225695938.72,6263516975.65,12002996106.68,8604533177.68,8390620893.17,9454421080.52,12293898106.7,14398676432.45,13467596160.25,15505333268.72,22761664861.25,25151739879.24,48157031404.91,14473975758.29,45721408664.98,34659275859.78,38171673318.38,40264958263.58,40712739393.4,17754752782.6,55626859191.16,117623336172.24,89622198139.1,133703315088.04,130542941341.96,124986523078.99,159887279140.44,163054023569.53,158281794977.24,205156012168.77,221576349694.71,261326952496.36,229093441089.5,509865919226.59
57,10-31-2015,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15233000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36619211.51,68992025.49,0.0,0.0,125336996.13,109759793.72,0.0,0.0,0.0,116665349.81,71593908.5,0.0,0.0,0.0,0.0,171496046.95,0.0,117865424.02,174965470.37,191620941.57,81742427.99,0.0,111009384.61,0.0,95708106.0,223230774.09,188610560.47,173858200.0,287809156.55,0.0,0.0,0.0,378067688.65,0.0,384693688.07,516638013.92,260612673.4,295755487.92,0.0,0.0,126556078.81,392409440.21,433477364.43,518934819.33,1470675046.1,1087179158.85,1071429536.85,0.0,553749448.15,0.0,705216199.76,720088452.85,1531195065.27,0.0,992864693.49,716710854.02,0.0,804576990.56,344979937.0,427010128.6,836107000.0,1330013196.0,1201544557.76,1173380297.38,1315251030.0,1024771895.43,2058074634.05,1771554637.36,1768648858.1,2820628818.0,1653801971.92,1748367074.82,1290583193.36,3392766179.29,6062315484.33,2745963044.05,3483764547.39,0.0,5480284703.84,2905992720.99,5002793466.45,7508290811.99,4337165065.25,6240644310.75,5879992511.93,5252211234.98,6453160644.14,12607217052.8,8621299482.71,8297728670.33,10579033216.48,12406213904.17,13814439077.18,12753852660.87,15530387157.9,22238007515.62,22387804583.02,49939589718.42,13257358100.36,46230500103.9,33818025812.62,37939788506.89,42308150656.05,42565855298.88,17285982336.85,56064031200.8,120708179320.91,87529262446.17,130724693703.72,121155950684.57,122461671099.67,160254007052.53,161784624776.89,148391992451.48,209666111733.46,232265618853.52,274048184480.78,229955237251.97,497680459825.88
56,09-30-2015,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14706000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36834504.27,70773685.62,0.0,0.0,105962464.72,108077604.72,0.0,0.0,82475872.7,119639412.72,70691721.53,0.0,0.0,0.0,0.0,172995462.78,0.0,116745657.35,177298977.61,174485971.15,102871328.02,0.0,123034537.05,0.0,96715377.0,222484094.21,189678620.57,172396566.0,299922929.66,0.0,0.0,0.0,362938875.3,0.0,370209634.46,492662386.56,228045620.22,273373367.63,0.0,0.0,127459878.83,313052390.46,447872940.74,514457978.76,1434089579.3,1102556199.05,1138829372.59,0.0,570546885.57,0.0,726007895.09,770553940.71,1516841384.11,0.0,1637571452.23,694779387.1,0.0,310990495.23,442293956.0,427871294.05,962024000.0,1345519633.0,1360426760.63,1116477555.95,1226512038.0,1058791581.09,2114263270.47,1769847012.41,1836344513.69,2410081610.0,1697187919.19,1583019826.15,1321176570.51,3434343296.39,5690512013.47,3064297169.9,3330732169.42,0.0,5986713248.44,2933341704.75,4955429939.96,7450921430.61,4727124240.1,5802911376.53,6121034349.62,5293761560.29,6666348790.55,12730175891.05,8560411349.77,8893136419.75,9559961086.55,12363809451.52,13641467972.01,12575810217.34,15287054608.25,22846135375.69,22309308025.51,47713858759.35,13267493748.84,42046016246.47,31942453675.55,33211315956.63,41584089510.57,42000264537.79,17586002206.53,52484846318.29,119980009102.96,84962584222.68,122206887481.63,109241829708.48,132128707705.87,160406045247.18,164614802549.79,139855588529.42,206849100230.9,221716387886.18,264262253416.97,231180019551.87,493410511529.54
