,Ticker,Timespan,Bearish_MACD_Result,Bullish_MACD_Result,Bearish_RSI_Result,Bullish_RSI_Result
850,GS,week,False,False,False,False
851,GS,month,False,False,False,False
852,GS,quarter,False,False,False,False
853,GS,year,,,False,False
854,LI,minute,False,False,True,True
855,LI,hour,False,False,True,True
856,LI,day,False,False,True,True
857,LI,week,False,False,True,True
858,LI,month,False,False,False,False
859,LI,quarter,False,False,False,False
860,LI,year,,,True,True
861,KEY,minute,False,False,True,True
862,KEY,hour,False,False,False,False
863,KEY,day,False,False,True,True
864,KEY,week,False,False,False,False
865,KEY,month,False,False,False,False
866,KEY,quarter,False,False,False,False
867,KEY,year,,,False,False
868,AFRM,minute,False,False,False,False
869,AFRM,hour,False,False,False,False
870,AFRM,day,True,False,False,False
871,AFRM,week,False,False,False,False
872,AFRM,month,False,False,False,False
873,AFRM,quarter,,,,
874,AFRM,year,,,,
875,SABR,minute,False,False,True,True
876,SABR,hour,False,False,False,False
877,SABR,day,True,False,False,False
878,SABR,week,False,False,False,False
879,SABR,month,False,False,False,False
880,SABR,quarter,False,False,False,False
881,SABR,year,,,,
882,DB,minute,False,False,True,True
883,DB,hour,False,False,False,False
884,DB,day,True,False,False,False
885,DB,week,False,False,False,False
886,DB,month,False,False,False,False
887,DB,quarter,False,False,False,False
888,DB,year,,,False,False
889,TGT,minute,False,False,True,True
890,TGT,hour,False,False,False,False
891,TGT,day,False,False,False,False
892,TGT,week,False,False,False,False
893,TGT,month,False,False,False,False
894,TGT,quarter,False,False,False,False
895,TGT,year,,,False,False
896,JWN,minute,False,False,True,True
897,JWN,hour,False,False,False,False
898,JWN,day,False,False,True,True
899,JWN,week,False,False,False,False
900,JWN,month,False,False,False,False
901,JWN,quarter,False,False,False,False
902,JWN,year,,,False,False
903,BA,minute,False,False,True,True
904,BA,hour,False,False,True,True
905,BA,day,False,False,True,True
906,BA,week,False,False,False,False
907,BA,month,False,False,False,False
908,BA,quarter,False,False,False,False
909,BA,year,,,False,False
910,AMAT,minute,False,False,True,True
911,AMAT,hour,False,False,True,True
912,AMAT,day,False,False,False,False
913,AMAT,week,False,False,True,True
914,AMAT,month,False,False,False,False
915,AMAT,quarter,False,False,False,False
916,AMAT,year,,,True,True
917,UBER,minute,False,False,False,False
918,UBER,hour,False,False,True,True
919,UBER,day,False,False,False,False
920,UBER,week,False,False,True,True
921,UBER,month,False,False,False,False
922,UBER,quarter,,,False,False
923,UBER,year,,,,
924,NEE,minute,False,False,True,True
925,NEE,hour,False,False,False,False
926,NEE,day,False,False,False,False
927,NEE,week,False,False,False,False
928,NEE,month,False,False,False,False
929,NEE,quarter,False,False,False,False
930,NEE,year,,,True,True
931,HBI,minute,False,False,False,False
932,HBI,hour,False,False,False,False
933,HBI,day,False,False,False,False
934,HBI,week,False,False,False,False
935,HBI,month,False,False,False,False
936,HBI,quarter,False,False,False,False
937,HBI,year,,,False,False
938,LCID,minute,False,False,False,False
939,LCID,hour,True,False,True,True
940,LCID,day,False,False,False,False
941,LCID,week,False,False,False,False
942,LCID,month,,,False,False
943,LCID,quarter,,,,
944,LCID,year,,,,
945,KSS,minute,False,False,False,False
946,KSS,hour,False,False,False,False
947,KSS,day,False,False,True,True
948,KSS,week,False,False,False,False
949,KSS,month,False,False,False,False
950,KSS,quarter,False,False,False,False
951,KSS,year,,,False,False
952,OPCH,minute,False,False,False,False
953,OPCH,hour,False,False,False,False
954,OPCH,day,False,False,False,False
955,OPCH,week,False,False,False,False
956,OPCH,month,False,False,False,False
957,OPCH,quarter,,,True,True
958,OPCH,year,,,,
959,CVS,minute,False,False,False,False
960,CVS,hour,False,True,False,False
961,CVS,day,False,False,False,False
962,CVS,week,False,False,False,False
963,CVS,month,False,False,False,False
964,CVS,quarter,False,False,False,False
965,CVS,year,,,False,False
966,ASTS,minute,False,False,True,True
967,ASTS,hour,True,False,True,True
968,ASTS,day,False,False,False,False
969,ASTS,week,False,False,False,False
970,ASTS,month,False,False,False,False
971,ASTS,quarter,,,,
972,ASTS,year,,,,
973,PANW,minute,False,False,False,False
974,PANW,hour,False,False,False,False
975,PANW,day,False,False,False,False
976,PANW,week,False,False,False,False
977,PANW,month,False,False,False,False
978,PANW,quarter,False,False,True,True
979,PANW,year,,,,
980,JNJ,minute,False,False,False,False
981,JNJ,hour,False,False,False,False
982,JNJ,day,False,False,True,True
983,JNJ,week,False,False,False,False
984,JNJ,month,False,False,False,False
985,JNJ,quarter,False,False,False,False
986,JNJ,year,,,True,True
987,BYND,minute,False,False,False,False
988,BYND,hour,False,False,False,False
989,BYND,day,False,False,False,False
990,BYND,week,False,False,False,False
991,BYND,month,False,False,False,False
992,BYND,quarter,,,False,False
993,BYND,year,,,,
994,BP,minute,False,False,True,True
995,BP,hour,False,False,False,False
996,BP,day,False,False,False,False
997,BP,week,False,False,False,False
998,BP,month,False,False,False,False
999,BP,quarter,False,False,False,False
1000,BP,year,,,False,False
1001,OKTA,minute,False,False,True,True
1002,OKTA,hour,False,False,True,True
1003,OKTA,day,False,False,False,False
1004,OKTA,week,False,False,False,False
1005,OKTA,month,False,False,False,False
1006,OKTA,quarter,,,False,False
1007,OKTA,year,,,,
1008,DNA,minute,False,False,False,False
1009,DNA,hour,True,False,False,False
1010,DNA,day,False,False,False,False
1011,DNA,week,False,False,False,False
1012,DNA,month,False,False,False,False
1013,DNA,quarter,False,False,False,False
1014,DNA,year,,,False,False
1015,MRVL,minute,False,False,True,True
1016,MRVL,hour,False,True,False,False
1017,MRVL,day,False,False,False,False
1018,MRVL,week,False,False,False,False
1019,MRVL,month,False,False,False,False
1020,MRVL,quarter,False,False,False,False
1021,MRVL,year,,,False,False
1022,APA,minute,False,False,True,True
1023,APA,hour,False,False,False,False
1024,APA,day,False,False,True,True
1025,APA,week,,False,False,False
1026,APA,month,False,False,False,False
1027,APA,quarter,False,False,False,False
1028,APA,year,,,False,False
1029,FXI,minute,False,False,True,True
1030,FXI,hour,True,False,True,True
1031,FXI,day,False,False,False,False
1032,FXI,week,False,False,False,False
1033,FXI,month,False,False,False,False
1034,FXI,quarter,False,False,False,False
1035,FXI,year,,,False,False
1036,ATVI,minute,False,False,False,False
1037,ATVI,hour,True,False,False,False
1038,ATVI,day,False,False,True,True
1039,ATVI,week,False,False,True,True
1040,ATVI,month,False,False,False,False
1041,ATVI,quarter,False,False,False,False
1042,ATVI,year,,,True,True
1043,INTC,minute,False,False,True,True
1044,INTC,hour,False,True,False,False
1045,INTC,day,False,False,False,False
1046,INTC,week,False,False,False,False
1047,INTC,month,False,False,False,False
1048,INTC,quarter,False,False,False,False
1049,INTC,year,,,False,False
1050,BABA,minute,False,False,False,False
1051,BABA,hour,False,False,True,True
1052,BABA,day,False,False,False,False
1053,BABA,week,False,False,False,False
1054,BABA,month,False,False,False,False
1055,BABA,quarter,False,False,False,False
1056,BABA,year,,,,
1057,APLD,minute,False,False,True,True
1058,APLD,hour,False,True,False,False
1059,APLD,day,False,False,False,False
1060,APLD,week,False,False,False,False
1061,APLD,month,,,False,False
1062,APLD,quarter,,,,
1063,APLD,year,,,,
1064,PDD,minute,False,False,False,False
1065,PDD,hour,False,False,True,True
1066,PDD,day,False,False,True,True
1067,PDD,week,False,False,False,False
1068,PDD,month,False,False,False,False
1069,PDD,quarter,False,False,False,False
1070,PDD,year,,,False,False
1071,XOP,minute,False,False,True,True
1072,XOP,hour,False,False,True,True
1073,XOP,day,False,False,True,True
1074,XOP,week,False,False,False,False
1075,XOP,month,False,False,False,False
1076,XOP,quarter,False,False,False,False
1077,XOP,year,,,False,False
1078,QCOM,minute,False,False,False,False
1079,QCOM,hour,True,False,True,True
1080,QCOM,day,False,False,False,False
1081,QCOM,week,False,False,False,False
1082,QCOM,month,False,False,False,False
1083,QCOM,quarter,False,False,False,False
1084,QCOM,year,,,False,False
1085,AMC,minute,False,False,False,False
1086,AMC,hour,False,False,False,False
1087,AMC,day,False,False,False,False
1088,AMC,week,False,False,False,False
1089,AMC,month,False,False,False,False
1090,AMC,quarter,False,False,False,False
1091,AMC,year,,,False,False
1092,STLA,minute,False,False,False,False
1093,STLA,hour,False,False,False,False
1094,STLA,day,False,False,True,True
1095,STLA,week,False,False,False,False
1096,STLA,month,False,False,False,False
1097,STLA,quarter,,,,
1098,STLA,year,,,,
1099,HLT,minute,False,False,False,False
1100,HLT,hour,True,False,False,False
1101,HLT,day,False,False,False,False
1102,HLT,week,False,False,False,False
1103,HLT,month,False,False,False,False
1104,HLT,quarter,False,False,False,False
1105,HLT,year,,,False,False
1106,UNIT,minute,False,False,True,True
1107,UNIT,hour,True,False,False,False
1108,UNIT,day,False,False,False,False
1109,UNIT,week,False,False,False,False
1110,UNIT,month,False,False,False,False
1111,UNIT,quarter,,,False,False
1112,UNIT,year,,,,
1113,NKE,minute,False,False,False,False
1114,NKE,hour,False,False,False,False
1115,NKE,day,False,False,False,False
1116,NKE,week,False,False,False,False
1117,NKE,month,False,False,False,False
1118,NKE,quarter,False,False,False,False
1119,NKE,year,,,False,False
1120,CVX,minute,False,False,False,False
1121,CVX,hour,False,False,False,False
1122,CVX,day,False,False,False,False
1123,CVX,week,False,False,False,False
1124,CVX,month,False,,False,False
1125,CVX,quarter,False,False,False,False
1126,CVX,year,,,False,False
1127,AI,minute,False,False,False,False
1128,AI,hour,False,False,False,False
1129,AI,day,False,False,False,False
1130,AI,week,False,False,False,False
1131,AI,month,False,False,False,False
1132,AI,quarter,False,False,False,False
1133,AI,year,,,False,False
1134,META,minute,False,False,False,False
1135,META,hour,False,False,True,True
1136,META,day,False,False,True,True
1137,META,week,False,False,True,True
1138,META,month,,,True,True
1139,META,quarter,,,,
1140,META,year,,,,
1141,NKLA,minute,False,False,False,False
1142,NKLA,hour,False,False,False,False
1143,NKLA,day,False,False,False,False
1144,NKLA,week,False,False,False,False
1145,NKLA,month,False,False,False,False
1146,NKLA,quarter,,,False,False
1147,NKLA,year,,,,
1148,TEVA,minute,False,False,True,True
1149,TEVA,hour,False,False,False,False
1150,TEVA,day,True,False,False,False
1151,TEVA,week,False,False,False,False
1152,TEVA,month,False,False,False,False
1153,TEVA,quarter,False,False,False,False
1154,TEVA,year,,,False,False
1155,UMC,minute,False,False,False,False
1156,UMC,hour,False,False,False,False
1157,UMC,day,False,True,False,False
1158,UMC,week,False,False,False,False
1159,UMC,month,False,False,False,False
1160,UMC,quarter,False,False,False,False
1161,UMC,year,,,False,False
1162,GMDA,minute,False,False,False,False
1163,GMDA,hour,False,False,False,False
1164,GMDA,day,False,False,False,False
1165,GMDA,week,False,False,False,False
1166,GMDA,month,False,False,False,False
1167,GMDA,quarter,,,False,False
1168,GMDA,year,,,,
1169,SIMO,minute,False,False,False,False
1170,SIMO,hour,False,False,False,False
1171,SIMO,day,False,False,False,False
1172,SIMO,week,False,False,False,False
1173,SIMO,month,False,False,False,False
1174,SIMO,quarter,False,False,False,False
1175,SIMO,year,,,False,False
1176,MU,minute,False,False,False,False
1177,MU,hour,False,False,False,False
1178,MU,day,False,False,True,True
1179,MU,week,False,False,False,False
1180,MU,month,False,False,False,False
1181,MU,quarter,False,False,False,False
1182,MU,year,,,False,False
1183,IBM,minute,False,False,False,False
1184,IBM,hour,False,False,False,False
1185,IBM,day,False,False,True,True
1186,IBM,week,False,False,False,False
1187,IBM,month,False,False,False,False
1188,IBM,quarter,False,False,False,False
1189,IBM,year,,,False,False
1190,LTHM,minute,False,False,False,False
1191,LTHM,hour,False,False,False,False
1192,LTHM,day,False,False,False,False
1193,LTHM,week,False,False,False,False
1194,LTHM,month,False,False,False,False
1195,LTHM,quarter,,,False,False
1196,LTHM,year,,,,
1197,EBAY,minute,False,False,False,False
1198,EBAY,hour,False,False,False,False
1199,EBAY,day,False,False,False,False
1200,EBAY,week,False,False,False,False
1201,EBAY,month,False,False,False,False
1202,EBAY,quarter,False,False,False,False
1203,EBAY,year,,,False,False
1204,GOLD,minute,False,False,True,True
1205,GOLD,hour,True,False,False,False
1206,GOLD,day,False,False,False,False
1207,GOLD,week,False,False,False,False
1208,GOLD,month,False,False,False,False
1209,GOLD,quarter,False,False,False,False
1210,GOLD,year,,,False,False
1211,FTCH,minute,False,False,True,True
1212,FTCH,hour,True,False,True,True
1213,FTCH,day,False,False,False,False
1214,FTCH,week,False,False,False,False
1215,FTCH,month,False,False,False,False
1216,FTCH,quarter,,,False,False
1217,FTCH,year,,,,
1218,EWY,minute,False,False,True,True
1219,EWY,hour,False,False,False,False
1220,EWY,day,False,False,False,False
1221,EWY,week,False,False,False,False
1222,EWY,month,False,False,False,False
1223,EWY,quarter,False,False,False,False
1224,EWY,year,,,False,False
1225,LULU,minute,False,False,True,True
1226,LULU,hour,False,False,False,False
1227,LULU,day,False,False,False,False
1228,LULU,week,False,False,False,False
1229,LULU,month,False,False,False,False
1230,LULU,quarter,False,False,False,False
1231,LULU,year,,,True,True
1232,AAP,minute,False,False,True,True
1233,AAP,hour,False,False,False,False
1234,AAP,day,False,False,False,False
1235,AAP,week,False,False,False,False
1236,AAP,month,False,False,False,False
1237,AAP,quarter,False,False,False,False
1238,AAP,year,,,False,False
1239,PBR,minute,False,False,False,False
1240,PBR,hour,True,False,False,False
1241,PBR,day,False,False,False,False
1242,PBR,week,False,False,False,False
1243,PBR,month,False,False,False,False
1244,PBR,quarter,False,False,False,False
1245,PBR,year,,,False,False
1246,TXN,minute,False,False,False,False
1247,TXN,hour,True,False,False,False
1248,TXN,day,False,False,False,False
1249,TXN,week,False,False,False,False
1250,TXN,month,False,False,False,False
1251,TXN,quarter,False,False,False,False
1252,TXN,year,,,True,True
1253,PACW,minute,False,False,False,False
1254,PACW,hour,True,False,False,False
1255,PACW,day,True,False,False,False
1256,PACW,week,False,False,False,False
1257,PACW,month,False,False,False,False
1258,PACW,quarter,False,False,False,False
1259,PACW,year,,,False,False
1260,AEM,minute,False,False,False,False
1261,AEM,hour,False,False,False,False
1262,AEM,day,False,False,False,False
1263,AEM,week,False,False,False,False
1264,AEM,month,False,False,False,False
1265,AEM,quarter,False,False,False,False
1266,AEM,year,,,False,False
1267,UVXY,minute,False,False,False,False
1268,UVXY,hour,False,False,False,False
1269,UVXY,day,False,False,False,False
1270,UVXY,week,False,False,False,False
1271,UVXY,month,False,False,False,False
1272,UVXY,quarter,False,False,False,False
1273,UVXY,year,,,,
1274,PINS,minute,False,False,True,True
1275,PINS,hour,False,False,True,True
1276,PINS,day,False,False,False,False
1277,PINS,week,False,False,False,False
1278,PINS,month,False,False,False,False
1279,PINS,quarter,,,False,False
1280,PINS,year,,,,
1281,GT,minute,False,False,False,False
1282,GT,hour,False,False,False,False
1283,GT,day,False,False,False,False
1284,GT,week,False,False,False,False
1285,GT,month,False,False,False,False
1286,GT,quarter,False,False,False,False
1287,GT,year,,,False,False
1288,PARA,minute,False,False,False,False
1289,PARA,hour,True,False,False,False
1290,PARA,day,False,False,False,False
1291,PARA,week,False,False,False,False
1292,PARA,month,,,False,False
1293,PARA,quarter,,,,
1294,PARA,year,,,,
1295,RTX,minute,False,False,False,False
1296,RTX,hour,False,False,False,False
1297,RTX,day,False,False,False,False
1298,RTX,week,False,False,False,False
1299,RTX,month,False,False,False,False
1300,RTX,quarter,False,False,False,False
1301,RTX,year,,,True,True
1302,DNN,minute,False,False,False,False
1303,DNN,hour,False,False,False,False
1304,DNN,day,False,False,False,False
1305,DNN,week,True,False,False,False
1306,DNN,month,False,True,False,False
1307,DNN,quarter,False,False,False,False
1308,DNN,year,,,False,False
1309,BIDU,minute,False,False,False,False
1310,BIDU,hour,False,False,True,True
1311,BIDU,day,False,False,False,False
1312,BIDU,week,False,False,False,False
1313,BIDU,month,False,False,False,False
1314,BIDU,quarter,False,False,False,False
1315,BIDU,year,,,False,False
1316,ENVX,minute,False,False,True,True
1317,ENVX,hour,False,False,False,False
1318,ENVX,day,False,False,False,False
1319,ENVX,week,False,False,False,False
1320,ENVX,month,,,False,False
1321,ENVX,quarter,,,,
1322,ENVX,year,,,,
1323,SWN,minute,False,False,False,False
1324,SWN,hour,False,False,False,False
1325,SWN,day,False,False,False,False
1326,SWN,week,False,False,False,False
1327,SWN,month,False,False,False,False
1328,SWN,quarter,False,False,False,False
1329,SWN,year,,,False,False
1330,QS,minute,False,False,False,False
1331,QS,hour,False,False,True,True
1332,QS,day,False,False,True,True
1333,QS,week,False,False,True,True
1334,QS,month,False,False,False,False
1335,QS,quarter,,,,
1336,QS,year,,,,
1337,IEP,minute,False,False,False,False
1338,IEP,hour,False,False,False,False
1339,IEP,day,False,False,False,False
1340,IEP,week,False,False,False,False
1341,IEP,month,False,False,False,False
1342,IEP,quarter,False,False,False,False
1343,IEP,year,,,False,False
1344,BEKE,minute,False,False,True,True
1345,BEKE,hour,False,True,False,False
1346,BEKE,day,False,False,True,True
1347,BEKE,week,False,True,False,False
1348,BEKE,month,False,False,False,False
1349,BEKE,quarter,,,,
1350,BEKE,year,,,,
1351,CLSK,minute,False,False,False,False
1352,CLSK,hour,True,False,False,False
1353,CLSK,day,False,False,False,False
1354,CLSK,week,False,False,False,False
1355,CLSK,month,False,False,False,False
1356,CLSK,quarter,,,False,False
1357,CLSK,year,,,,
1358,BBBYQ,minute,False,False,False,False
1359,BBBYQ,hour,False,False,False,False
1360,BBBYQ,day,False,False,False,False
1361,BBBYQ,week,,,,
1362,BBBYQ,month,,,,
1363,BBBYQ,quarter,,,,
1364,BBBYQ,year,,,,
1365,JD,minute,False,False,False,False
1366,JD,hour,False,False,True,True
1367,JD,day,False,False,False,False
1368,JD,week,False,False,False,False
1369,JD,month,False,False,False,False
1370,JD,quarter,False,False,False,False
1371,JD,year,,,,
1372,SPCE,minute,False,False,False,False
1373,SPCE,hour,False,False,False,False
1374,SPCE,day,False,False,False,False
1375,SPCE,week,False,False,False,False
1376,SPCE,month,False,False,False,False
1377,SPCE,quarter,,,False,False
1378,SPCE,year,,,,
1379,BITF,minute,False,False,False,False
1380,BITF,hour,False,False,False,False
1381,BITF,day,False,False,False,False
1382,BITF,week,False,False,False,False
1383,BITF,month,,,False,False
1384,BITF,quarter,,,,
1385,BITF,year,,,,
1386,NEXT,minute,False,False,False,False
1387,NEXT,hour,True,False,False,False
1388,NEXT,day,False,False,False,False
1389,NEXT,week,False,False,False,False
1390,NEXT,month,False,False,False,False
1391,NEXT,quarter,False,False,False,False
1392,NEXT,year,,,False,False
1393,CLOV,minute,False,False,False,False
1394,CLOV,hour,False,False,False,False
1395,CLOV,day,True,False,False,False
1396,CLOV,week,False,False,False,False
1397,CLOV,month,False,False,False,False
1398,CLOV,quarter,,,,
1399,CLOV,year,,,,
1400,VLO,minute,False,False,True,True
1401,VLO,hour,False,False,True,True
1402,VLO,day,False,False,True,True
1403,VLO,week,False,False,False,False
1404,VLO,month,False,False,False,False
1405,VLO,quarter,False,False,False,False
1406,VLO,year,,,True,True
1407,BX,minute,False,False,True,True
1408,BX,hour,False,False,False,False
1409,BX,day,False,False,False,False
1410,BX,week,False,False,False,False
1411,BX,month,False,False,False,False
1412,BX,quarter,False,False,False,False
1413,BX,year,,,False,False
1414,HAL,minute,False,False,False,False
1415,HAL,hour,True,False,False,False
1416,HAL,day,False,False,False,False
1417,HAL,week,False,False,False,False
1418,HAL,month,False,False,False,False
1419,HAL,quarter,False,False,False,False
1420,HAL,year,,,False,False
1421,BTG,minute,False,False,True,True
1422,BTG,hour,False,False,False,False
1423,BTG,day,False,False,False,False
1424,BTG,week,False,False,False,False
1425,BTG,month,True,False,False,False
1426,BTG,quarter,False,False,False,False
1427,BTG,year,,,False,False
1428,SLG,minute,False,False,False,False
1429,SLG,hour,False,False,False,False
1430,SLG,day,False,False,False,False
1431,SLG,week,False,False,False,False
1432,SLG,month,False,False,False,False
1433,SLG,quarter,False,False,False,False
1434,SLG,year,,,False,False
1435,XOP,minute,False,False,True,True
1436,XOP,hour,False,False,True,True
1437,XOP,day,False,False,True,True
1438,XOP,week,False,False,False,False
1439,XOP,month,False,False,False,False
1440,XOP,quarter,False,False,False,False
1441,XOP,year,,,False,False
1442,AEM,minute,False,False,False,False
1443,AEM,hour,False,False,False,False
1444,AEM,day,False,False,False,False
1445,AEM,week,False,False,False,False
1446,AEM,month,False,False,False,False
1447,AEM,quarter,False,False,False,False
1448,AEM,year,,,False,False
1449,ON,minute,False,False,False,False
1450,ON,hour,False,False,True,True
1451,ON,day,False,False,False,False
1452,ON,week,False,False,True,True
1453,ON,month,False,False,True,True
1454,ON,quarter,False,False,True,True
1455,ON,year,,,,
1456,CRM,minute,False,False,False,False
1457,CRM,hour,False,False,False,False
1458,CRM,day,False,False,False,False
1459,CRM,week,False,False,False,False
1460,CRM,month,False,False,False,False
1461,CRM,quarter,False,False,False,False
1462,CRM,year,,,True,True
1463,JWN,minute,False,False,True,True
1464,JWN,hour,False,False,False,False
1465,JWN,day,False,False,True,True
1466,JWN,week,False,False,False,False
1467,JWN,month,False,False,False,False
1468,JWN,quarter,False,False,False,False
1469,JWN,year,,,False,False
1470,NVDA,minute,False,False,False,False
1471,NVDA,hour,False,True,False,False
1472,NVDA,day,False,False,False,False
1473,NVDA,week,False,False,True,True
1474,NVDA,month,False,False,True,True
1475,NVDA,quarter,False,False,True,True
1476,NVDA,year,,,True,True
1477,WKHS,minute,False,False,True,True
1478,WKHS,hour,False,False,False,False
1479,WKHS,day,False,False,False,False
1480,WKHS,week,False,False,False,False
1481,WKHS,month,False,False,False,False
1482,WKHS,quarter,False,False,False,False
1483,WKHS,year,,,,
1484,FXI,minute,False,False,True,True
1485,FXI,hour,True,False,True,True
1486,FXI,day,False,False,False,False
1487,FXI,week,False,False,False,False
1488,FXI,month,False,False,False,False
1489,FXI,quarter,False,False,False,False
1490,FXI,year,,,False,False
1491,ETRN,minute,False,False,False,False
1492,ETRN,hour,False,False,False,False
1493,ETRN,day,False,False,True,True
1494,ETRN,week,False,False,True,True
1495,ETRN,month,False,False,False,False
1496,ETRN,quarter,,,False,False
1497,ETRN,year,,,,
1498,RSP,minute,False,False,False,False
1499,RSP,hour,True,False,False,False
1500,RSP,day,False,False,False,False
1501,RSP,week,False,False,False,False
1502,RSP,month,False,False,False,False
1503,RSP,quarter,False,False,False,False
1504,RSP,year,,,False,False
1505,WFC,minute,False,False,True,True
1506,WFC,hour,True,False,False,False
1507,WFC,day,False,False,False,False
1508,WFC,week,False,False,False,False
1509,WFC,month,False,False,False,False
1510,WFC,quarter,False,False,False,False
1511,WFC,year,,,False,False
1512,HBI,minute,False,False,False,False
1513,HBI,hour,False,False,False,False
1514,HBI,day,False,False,False,False
1515,HBI,week,False,False,False,False
1516,HBI,month,False,False,False,False
1517,HBI,quarter,False,False,False,False
1518,HBI,year,,,False,False
1519,NEM,minute,False,False,True,True
1520,NEM,hour,True,False,False,False
1521,NEM,day,False,False,False,False
1522,NEM,week,False,True,False,False
1523,NEM,month,False,False,False,False
1524,NEM,quarter,False,False,False,False
1525,NEM,year,,,False,False
1526,IAC,minute,False,False,False,False
1527,IAC,hour,False,False,True,True
1528,IAC,day,False,False,False,False
1529,IAC,week,False,False,False,False
1530,IAC,month,False,False,False,False
1531,IAC,quarter,False,False,False,False
1532,IAC,year,,,,
1533,GOLD,minute,False,False,True,True
1534,GOLD,hour,True,False,False,False
1535,GOLD,day,False,False,False,False
1536,GOLD,week,False,False,False,False
1537,GOLD,month,False,False,False,False
1538,GOLD,quarter,False,False,False,False
1539,GOLD,year,,,False,False
1540,ENPH,minute,False,False,True,True
1541,ENPH,hour,False,False,False,False
1542,ENPH,day,False,False,False,False
1543,ENPH,week,False,False,False,False
1544,ENPH,month,False,False,False,False
1545,ENPH,quarter,False,False,False,False
1546,ENPH,year,,,,
1547,LVS,minute,False,False,True,True
1548,LVS,hour,False,False,False,False
1549,LVS,day,False,False,False,False
1550,LVS,week,False,False,False,False
1551,LVS,month,False,False,False,False
1552,LVS,quarter,False,False,False,False
1553,LVS,year,,,False,False
1554,BX,minute,False,False,True,True
1555,BX,hour,False,False,False,False
1556,BX,day,False,False,False,False
1557,BX,week,False,False,False,False
1558,BX,month,False,False,False,False
1559,BX,quarter,False,False,False,False
1560,BX,year,,,False,False
1561,ZION,minute,False,False,True,True
1562,ZION,hour,False,False,False,False
1563,ZION,day,False,False,True,True
1564,ZION,week,False,False,False,False
1565,ZION,month,False,False,False,False
1566,ZION,quarter,False,False,False,False
1567,ZION,year,,,False,False
1568,JNJ,minute,False,False,False,False
1569,JNJ,hour,False,False,False,False
1570,JNJ,day,False,False,True,True
1571,JNJ,week,False,False,False,False
1572,JNJ,month,False,False,False,False
1573,JNJ,quarter,False,False,False,False
1574,JNJ,year,,,True,True
1575,CLSK,minute,False,False,False,False
1576,CLSK,hour,True,False,False,False
1577,CLSK,day,False,False,False,False
1578,CLSK,week,False,False,False,False
1579,CLSK,month,False,False,False,False
1580,CLSK,quarter,,,False,False
1581,CLSK,year,,,,
1582,CPB,minute,False,False,False,False
1583,CPB,hour,False,False,False,False
1584,CPB,day,False,False,False,False
1585,CPB,week,False,False,False,False
1586,CPB,month,False,False,False,False
1587,CPB,quarter,False,False,False,False
1588,CPB,year,,,False,False
1589,TWLO,minute,False,False,False,False
1590,TWLO,hour,False,False,False,False
1591,TWLO,day,False,False,False,False
1592,TWLO,week,False,False,False,False
1593,TWLO,month,False,False,False,False
1594,TWLO,quarter,False,False,False,False
1595,TWLO,year,,,,
1596,FAS,minute,False,False,False,False
1597,FAS,hour,False,False,False,False
1598,FAS,day,False,False,False,False
1599,FAS,week,False,False,False,False
1600,FAS,month,False,False,False,False
1601,FAS,quarter,False,False,False,False
1602,FAS,year,,,False,False
1603,DNA,minute,False,False,False,False
1604,DNA,hour,True,False,False,False
1605,DNA,day,False,False,False,False
1606,DNA,week,False,False,False,False
1607,DNA,month,False,False,False,False
1608,DNA,quarter,False,False,False,False
1609,DNA,year,,,False,False
1610,UPS,minute,False,False,False,False
1611,UPS,hour,False,False,False,False
1612,UPS,day,False,False,False,False
1613,UPS,week,False,False,False,False
1614,UPS,month,False,False,False,False
1615,UPS,quarter,False,False,False,False
1616,UPS,year,,,False,False
1617,WAL,minute,False,False,True,True
1618,WAL,hour,False,False,False,False
1619,WAL,day,False,False,True,True
1620,WAL,week,False,False,False,False
1621,WAL,month,False,False,False,False
1622,WAL,quarter,False,False,False,False
1623,WAL,year,,,False,False
1624,CHPT,minute,False,False,False,False
1625,CHPT,hour,True,False,False,False
1626,CHPT,day,False,False,False,False
1627,CHPT,week,False,False,False,False
1628,CHPT,month,False,False,False,False
1629,CHPT,quarter,,,,
1630,CHPT,year,,,,
1631,BTI,minute,False,False,True,True
1632,BTI,hour,False,False,False,False
1633,BTI,day,False,False,False,False
1634,BTI,week,False,False,False,False
1635,BTI,month,False,False,False,False
1636,BTI,quarter,False,False,False,False
1637,BTI,year,,,False,False
1638,MRK,minute,False,False,True,True
1639,MRK,hour,False,False,False,False
1640,MRK,day,False,False,False,False
1641,MRK,week,False,False,False,False
1642,MRK,month,False,False,False,False
1643,MRK,quarter,False,False,False,False
1644,MRK,year,,,False,False
1645,LRCX,minute,False,False,False,False
1646,LRCX,hour,False,False,True,True
1647,LRCX,day,False,False,True,True
1648,LRCX,week,False,False,True,True
1649,LRCX,month,False,False,False,False
1650,LRCX,quarter,False,False,False,False
1651,LRCX,year,,,True,True
1652,ABT,minute,False,False,True,True
1653,ABT,hour,False,False,False,False
1654,ABT,day,False,False,False,False
1655,ABT,week,False,False,False,False
1656,ABT,month,False,False,False,False
1657,ABT,quarter,False,False,False,False
1658,ABT,year,,,False,False
1659,DDOG,minute,False,True,False,False
1660,DDOG,hour,False,False,False,False
1661,DDOG,day,False,False,False,False
1662,DDOG,week,False,False,True,True
1663,DDOG,month,False,False,False,False
1664,DDOG,quarter,,,False,False
1665,DDOG,year,,,,
